"""Event""",,,,,,,,,,,,,,,,,
event_id,brand,parent_company,product_category,sku,product_name,price_usd,region,city,location_type,event_type,start_date,end_date,lease_length_days,avg_daily_footfall,units_sold,units_allocated,sell_through_pct
POP100140,Givenchy Beauty,LVMH,Fragrances,LE-C6KRQN9C,Givenchy Beauty Glow Serum,208.13,Middle East,Jeddah,Luxury Mall,Mobile Pop-Up Truck,2024-06-08,2024-08-26,79,852,3163,3616.923957,0.8745
POP101611,Tom Ford Beauty,Estée Lauder Companies,Fragrances,LE-572C50IC,Tom Ford Beauty Lumière Blush,42.33,Asia-Pacific,Tokyo,Luxury Mall,Shop-in-Shop,2024-04-11,2024-05-20,39,882,1631,2799.038957,0.5827
POP101724,Lancôme,L’Oréal Group,Other,LE-FC0515UF,Lancôme Satin Blush,30.83,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,2024-10-02,2024-11-30,59,1296,3734,4647.168637,0.8035
POP101189,Estée Lauder,Estée Lauder,Fragrances,LE-CL7CU2MM,Estée Lauder Lumière Fragrance,100.64,Asia-Pacific,Shanghai,Department Store Atrium,Mall Kiosk,2024-05-24,2024-05-31,7,1406,2083,2554.887771,0.8153
POP101930,Charlotte Tilbury,Puig,Fragrances,LE-RHOVGT3G,Charlotte Tilbury Lumière Fragrance,178.79,Asia-Pacific,Singapore,Art/Design District,Mobile Pop-Up Truck,2024-06-05,2024-07-29,54,1217,1775,2780.824064,0.6383
POP101228,Dior,LVMH,Eye Products,LE-WDLJPUFV,Dior Noir Eyeshadow Palette,69.74,Middle East,,Airport Duty-Free,Mall Kiosk,2025-01-01,2025-02-08,38,1591,2070,3872.778297,0.5345
POP101499,Pat McGrath Labs,Private,Eye Products,LE-RO8YYAI6,Pat McGrath Labs Rouge Eyeshadow Palette,89.39,Middle East,Dubai,High-Street,Mobile Pop-Up Truck,2024-09-07,2024-11-30,84,2311,3891,4305.156008,0.9038
POP101816,Hermès Beauty,Hermès International,Fragrances,LE-SU0BID0V,Hermès Beauty Opulence Fragrance,217.81,North America,Toronto,Airport Duty-Free,Mall Kiosk,2024-02-24,2024-04-01,37,1843,3796,4820.929642,0.7874
POP100711,Valentino Beauty,L’Oréal Group,Fragrances,LE-X9ZQRNO8,Valentino Beauty Lumière Blush,46.29,Europe,Madrid,Art/Design District,Shop-in-Shop,2024-10-29,2025-01-15,78,528,359,359,1
POP101058,Huda Beauty,Private,Eye Products,LE-FYXU2EOQ,Huda Beauty Mirage Eyeshadow Palette,139.48,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2024-05-04,2024-07-08,65,1286,4107,4418.02926,0.9296
POP101876,Bobbi Brown,Estée Lauder Companies,Eye Products,LE-G9JD6YTJ,Bobbi Brown Lumière Eyeshadow Palette,61.01,Middle East,Dubai,Art/Design District,Standalone Pop-Up,2024-08-10,2024-09-14,35,1221,173,335.9875704,0.5149
POP100010,Charlotte Tilbury,Puig,Eye Products,LE-Q0DTNQBB,Charlotte Tilbury Mirage Eyeshadow Palette,51.15,Middle East,Jeddah,High-Street,Mall Kiosk,2024-02-26,2024-05-05,69,1705,3022,4090.970624,0.7387
POP101259,Lancôme,L’Oréal Group,Fragrances,LE-MAW3I0X0,Lancôme Éclat Fragrance,157.02,Middle East,Jeddah,Art/Design District,Mobile Pop-Up Truck,2024-09-02,2024-10-12,40,575,2653,3975.723063,0.6673
POP101223,Sisley-Paris,Sisley,Fragrances,LE-GRA7D70N,Sisley-Paris Lumière Fragrance,258.54,Latin America,São Paulo,High-Street,Flash Event,2025-02-06,2025-03-09,31,1830,3067,3248.940678,0.944
POP100754,Shiseido,Shiseido Company Limited,Fragrances,LE-3W61T6OY,Shiseido Satin Fragrance,390.42,Europe,Milan,High-Street,Shop-in-Shop,2024-06-30,2024-09-05,67,1018,3516,4532.095901,0.7758
POP100626,Armani Beauty,L’Oréal Group,Fragrances,LE-NY7QHS6U,Armani Beauty Satin Highlighter,77.31,Latin America,Buenos Aires,Department Store Atrium,Mobile Pop-Up Truck,2024-05-28,2024-07-19,52,1637,532,610.0217865,0.8721
POP101249,MAC Cosmetics,Estée Lauder Companies,Other,LE-7IQ8LPGP,MAC Cosmetics Glow Highlighter,65.72,Latin America,Mexico City,High-Street,Mall Kiosk,2024-07-30,2024-10-28,90,1699,4625,4823.234957,0.9589
POP100129,Chanel,Chanel Limited,Other,LE-R6VKZ7YM,Chanel Pearl Blush,69.1,Middle East,Dubai,Department Store Atrium,Shop-in-Shop,2024-04-30,2024-07-27,88,1711,1411,2506.216696,0.563
POP100843,Bobbi Brown,Estée Lauder Companies,Other,LE-OT2TUQWD,Bobbi Brown Rouge Primer,70.01,Middle East,Dubai,Luxury Mall,Mall Kiosk,2025-05-16,2025-06-09,24,1686,3566,4201.225259,0.8488
POP100323,Rare Beauty,Private,Eye Products,LE-ONUVM8EG,Rare Beauty Satin Mascara,60.49,North America,Miami,Airport Duty-Free,Flash Event,2025-01-04,2025-03-14,69,926,2109,3331.227294,0.6331
POP101221,Lancôme,L’Oréal Group,Skincare,LE-4FJP5PLA,Lancôme Rouge Serum,116.22,Middle East,Jeddah,Art/Design District,Mall Kiosk,2024-02-21,2024-05-04,73,1203,1137,1573.049253,0.7228
POP100014,Lancôme,L’Oréal Group,Other,LE-NPJVC9IY,Lancôme Mirage Blush,49.76,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-06-25,2024-08-05,41,1594,1230,1979.082864,0.6215
POP101584,Givenchy Beauty,LVMH,Fragrances,LE-Q0UNSQIT,Givenchy Beauty Satin Highlighter,51.75,Middle East,Riyadh,Department Store Atrium,Standalone Pop-Up,2024-07-22,2024-09-16,56,1490,2694,2942.975748,0.9154
POP100215,NARS,Estée Lauder Companies,Face Products,LE-70NDDJQL,NARS Satin Foundation,95.14,Middle East,Abu Dhabi,High-Street,Mall Kiosk,2024-12-16,2025-01-30,45,1520,421,659.0482154,0.6388
POP101170,Hourglass,Unilever,Other,LE-U0U224MO,Hourglass Opulence Blush,68.86,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2024-11-11,2025-01-30,80,1742,2978,4971.619366,0.599
POP101412,Fenty Beauty,LVMH,Eye Products,LE-KEP297ZW,Fenty Beauty Velvet Eyeshadow Palette,67.76,Latin America,,Department Store Atrium,Mobile Pop-Up Truck,2024-11-12,2025-01-03,52,778,1923,3179.037857,0.6049
POP101460,Estée Lauder,Estée Lauder,Eye Products,LE-I91IAWVN,Estée Lauder Opulence Mascara,69.07,Middle East,Jeddah,Department Store Atrium,Flash Event,2024-12-07,2025-02-27,82,1646,4409,4648.882328,0.9484
POP100864,Huda Beauty,Private,Fragrances,LE-CH9UYFUE,Huda Beauty Lumière Serum,275.21,Europe,London,Art/Design District,Standalone Pop-Up,2025-03-15,2025-04-14,30,530,742,989.9933289,0.7495
POP100516,Hourglass,Unilever,Other,LE-T7F6KUI7,Hourglass Glow Highlighter,66.84,Latin America,Bogotá,Luxury Mall,Shop-in-Shop,2025-04-26,2025-06-10,45,1161,2973,3988.997719,0.7453
POP100597,Bobbi Brown,Estée Lauder Companies,Eye Products,LE-7HUB8J21,Bobbi Brown Lumière Eyeshadow Palette,106.59,North America,Chicago,High-Street,Mall Kiosk,2025-03-05,2025-03-09,4,1704,2605,4335.885486,0.6008
POP100195,YSL Beauty,L’Oréal Group,Fragrances,LE-69OOCVZO,YSL Beauty Opulence Blush,62.43,Asia-Pacific,Hong Kong,Luxury Mall,Flash Event,2025-03-08,2025-05-28,81,1537,1173,1697.048611,0.6912
POP100288,MAC Cosmetics,Estée Lauder Companies,Skincare,LE-S4IY91PP,MAC Cosmetics Glow Serum,99.86,North America,Toronto,Art/Design District,Mobile Pop-Up Truck,2024-07-06,2024-08-27,52,575,3088,3447.967843,0.8956
POP100950,Dior,LVMH,Other,LE-VWER6F3A,Dior Velvet Primer,55.71,Europe,Madrid,Art/Design District,Standalone Pop-Up,2024-09-24,2024-12-07,74,1184,4261,4261,1
POP101323,Tom Ford Beauty,Estée Lauder Companies,Face Products,LE-FYFQJ81W,Tom Ford Beauty Satin Foundation,119.43,Middle East,Riyadh,Art/Design District,Mall Kiosk,2024-10-29,2024-11-06,8,1211,1410,2126.055489,0.6632
POP101544,YSL Beauty,L’Oréal Group,Face Products,LE-24KJDRT8,YSL Beauty Velvet Setting Powder,42.31,Europe,Milan,High-Street,Mall Kiosk,2025-05-21,2025-05-27,6,1999,1756,3986.379115,0.4405
POP100549,Clé de Peau Beauté,Shiseido Company Limited,Eye Products,LE-XE64LL3Q,Clé de Peau Beauté Velvet Eyeshadow Palette,87.81,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-03-04,2024-04-21,48,1598,2883,4202.011369,0.6861
POP100156,Hourglass,Unilever,Other,LE-124OIRLL,Hourglass Pearl Highlighter,68.73,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-12-28,2025-02-24,58,1856,377,681.9826339,0.5528
POP100419,Sisley-Paris,Sisley,Face Products,LE-VSIXJPF1,Sisley-Paris Lumière Foundation,67.44,Europe,Berlin,Department Store Atrium,Shop-in-Shop,2024-05-18,2024-06-11,24,1397,4286,4960.074066,0.8641
POP100922,NARS,Estée Lauder Companies,Other,LE-V0L683IF,NARS Glow Primer,66.17,Asia-Pacific,Shanghai,Luxury Mall,Mobile Pop-Up Truck,2024-07-08,2024-08-02,25,1607,2186,3984.688297,0.5486
POP100477,Guerlain,LVMH,Face Products,LE-LT2C9P4A,Guerlain Satin Foundation,47.64,Europe,Berlin,Airport Duty-Free,Mall Kiosk,2024-06-25,2024-07-04,9,1805,165,285.0233201,0.5789
POP101483,Charlotte Tilbury,Puig,Eye Products,LE-UX849YAK,Charlotte Tilbury Glow Mascara,38.07,Europe,Madrid,High-Street,Shop-in-Shop,2025-04-23,2025-05-11,18,1899,619,1039.986559,0.5952
POP100553,Guerlain,LVMH,Face Products,LE-9Z8YJ6AA,Guerlain Rouge Setting Powder,77.31,Latin America,São Paulo,Art/Design District,Mall Kiosk,2024-08-16,2024-10-28,73,1249,636,997.0214767,0.6379
POP100390,Guerlain,LVMH,Skincare,LE-9KN5YYGP,Guerlain Mirage Serum,168.73,Europe,Berlin,Art/Design District,Shop-in-Shop,2024-03-19,2024-06-12,85,1080,2234,2554.018521,0.8747
POP100578,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-F81GC15Z,Clé de Peau Beauté Mirage Highlighter,65.73,Middle East,Dubai,Luxury Mall,Mobile Pop-Up Truck,2024-08-21,2024-11-17,88,1434,2114,3398.167497,0.6221
POP101905,Sisley-Paris,Sisley,Fragrances,LE-G4B4IHLI,Sisley-Paris Mirage Fragrance,263.69,North America,Chicago,Luxury Mall,Standalone Pop-Up,2025-03-30,2025-04-09,10,1182,609,1126.943005,0.5404
POP101182,Lancôme,L’Oréal Group,Eye Products,LE-BH0E49HT,Lancôme Opulence Eyeshadow Palette,51.2,Asia-Pacific,,Airport Duty-Free,Standalone Pop-Up,2024-10-18,2024-12-21,64,2464,472,511.9861156,0.9219
POP101834,NARS,Estée Lauder Companies,Skincare,LE-JEVI7GHU,NARS Opulence Serum,259.56,Latin America,Mexico City,Department Store Atrium,Flash Event,2024-06-27,2024-07-28,31,1481,2262,3995.054751,0.5662
POP100820,Fenty Beauty,LVMH,Face Products,LE-CHJR6M5L,Fenty Beauty Velvet Foundation,100.05,North America,Toronto,High-Street,Mall Kiosk,2024-08-07,2024-10-10,64,3082,2042,2296.96288,0.889
POP102038,La Prairie,Beiersdorf,Eye Products,LE-6QQINO2I,La Prairie Rouge Mascara,67.71,Middle East,Abu Dhabi,Luxury Mall,Shop-in-Shop,2025-03-26,2025-06-06,72,883,2966,4832.980284,0.6137
POP101006,Lancôme,L’Oréal Group,Skincare,LE-MZPBHH2B,Lancôme Éclat Serum,195.45,Latin America,Lima,Airport Duty-Free,Flash Event,2024-08-16,2024-09-27,42,1779,4154,4412.108338,0.9415
POP101177,La Prairie,Beiersdorf,Fragrances,LE-4BPJVPY5,La Prairie Mirage Fragrance,368.05,Middle East,Dubai,Art/Design District,Mobile Pop-Up Truck,2025-07-03,2025-08-10,38,603,303,572.0218992,0.5297
POP100664,Guerlain,LVMH,Eye Products,LE-84Y9Q6VQ,Guerlain Velvet Eyeshadow Palette,142.58,Latin America,Buenos Aires,Department Store Atrium,Mall Kiosk,2024-11-10,2025-01-01,52,1217,1991,2588.067074,0.7693
POP101683,Guerlain,LVMH,Eye Products,LE-4NKJDBYI,Guerlain Lumière Eyeshadow Palette,135.59,Latin America,Buenos Aires,Department Store Atrium,Mall Kiosk,2025-06-14,2025-07-13,29,1800,2913,2917.083917,0.9986
POP100142,Estée Lauder,Estée Lauder,Skincare,LE-ROKC4GE4,Estée Lauder Mirage Serum,89.24,Europe,Madrid,Luxury Mall,Mobile Pop-Up Truck,2024-03-24,2024-05-17,54,1307,1828,3375.184638,0.5416
POP101697,Fenty Beauty,LVMH,Fragrances,LE-RNLRT7AA,Fenty Beauty Rouge Serum,209.15,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,2025-04-12,2025-06-02,51,1522,2654,3233.824784,0.8207
POP101451,YSL Beauty,L’Oréal Group,Fragrances,LE-IAKC773N,YSL Beauty Mirage Highlighter,53.83,Europe,Madrid,High-Street,Flash Event,2024-09-11,2024-11-26,76,1442,3145,3369.041243,0.9335
POP100421,NARS,Estée Lauder Companies,Face Products,LE-03K53YN7,NARS Lumière Foundation,89.76,Europe,Paris,Art/Design District,Mobile Pop-Up Truck,2024-11-18,2025-01-14,57,882,1432,1671.920607,0.8565
POP100799,Guerlain,LVMH,Other,LE-U3RGPCU7,Guerlain Lumière Highlighter,86.29,Asia-Pacific,Hong Kong,High-Street,Mall Kiosk,2024-03-22,2024-05-10,49,2915,4388,4800.875274,0.914
POP100615,Sisley-Paris,Sisley,Eye Products,LE-UCNF6HPK,Sisley-Paris Velvet Mascara,67.97,North America,Miami,Art/Design District,Mall Kiosk,2024-10-06,2024-11-16,41,679,258,328.9977047,0.7842
POP100295,Rare Beauty,Private,Fragrances,LE-J5H0EQ8G,Rare Beauty Noir Fragrance,204.3,North America,Miami,Art/Design District,Flash Event,2024-08-10,2024-10-16,67,1117,1645,2188.081937,0.7518
POP100401,Givenchy Beauty,LVMH,Face Products,LE-7OXTTIOW,Givenchy Beauty Noir Foundation,55.64,Middle East,Abu Dhabi,Airport Duty-Free,Mall Kiosk,2025-04-28,2025-06-09,42,1536,3083,3746.051033,0.823
POP100088,Pat McGrath Labs,Private,Fragrances,LE-J3WOCXIT,Pat McGrath Labs Velvet Fragrance,198.81,Asia-Pacific,Singapore,Art/Design District,Standalone Pop-Up,2024-10-10,2024-10-28,18,953,3716,4837.281958,0.7682
POP101490,Pat McGrath Labs,Private,Other,LE-PZVYNUDV,Pat McGrath Labs Glow Blush,52.74,Asia-Pacific,Hong Kong,High-Street,Flash Event,2024-09-13,2024-10-20,37,1717,1699,2062.894609,0.8236
POP102100,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-B72I07VN,Clé de Peau Beauté Mirage Blush,39.13,North America,Toronto,Luxury Mall,Standalone Pop-Up,2025-02-14,2025-02-23,9,1816,1325,2659.040739,0.4983
POP100131,Rare Beauty,Private,Fragrances,LE-Q5WX4Y6P,Rare Beauty Satin Blush,46.24,Asia-Pacific,Hong Kong,High-Street,Mall Kiosk,2024-10-19,2025-01-08,81,2410,1897,3625.764526,0.5232
POP101831,NARS,Estée Lauder Companies,Other,LE-YHMXHUYJ,NARS Mirage Blush,34.25,Middle East,Dubai,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-14,2024-12-08,24,1413,3466,3484.117411,0.9948
POP101726,Givenchy Beauty,LVMH,Fragrances,LE-FDC8BY57,Givenchy Beauty Mirage Serum,266.22,Latin America,Bogotá,Luxury Mall,Mall Kiosk,2024-12-24,2025-01-23,30,1181,1066,2459.05421,0.4335
POP101506,Charlotte Tilbury,Puig,Skincare,LE-2BGI8ONQ,Charlotte Tilbury Pearl Serum,217.52,Europe,Paris,Department Store Atrium,Mall Kiosk,2024-05-16,2024-08-06,82,1305,3592,4537.072123,0.7917
POP101677,YSL Beauty,L’Oréal Group,Fragrances,LE-QNXRGTOJ,YSL Beauty Noir Fragrance,114.14,Middle East,Riyadh,Department Store Atrium,Mall Kiosk,2024-12-27,2025-02-02,37,1312,1298,2284.809012,0.5681
POP100724,Estée Lauder,Estée Lauder,Face Products,LE-IUY9HK8O,Estée Lauder Rouge Setting Powder,67.8,Europe,Madrid,High-Street,Mobile Pop-Up Truck,2024-09-19,2024-10-01,12,2670,2262,3710.021322,0.6097
POP101278,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-77SASU4N,Clé de Peau Beauté Velvet Fragrance,300.78,Asia-Pacific,Singapore,Art/Design District,Standalone Pop-Up,2025-01-15,2025-03-15,59,1221,2238,3193.037523,0.7009
POP100269,Lancôme,L’Oréal Group,Other,LE-L5WPA9YX,Lancôme Velvet Primer,60.29,Europe,Milan,Art/Design District,Standalone Pop-Up,2024-04-01,2024-05-07,36,1262,315,440.9911802,0.7143
POP101525,Chanel,Chanel Limited,Other,LE-HEVUGXSY,Chanel Rouge Blush,67.52,North America,Los Angeles,Luxury Mall,Shop-in-Shop,2025-04-04,2025-05-21,47,1182,1277,2172.877318,0.5877
POP100917,Rare Beauty,Private,Fragrances,LE-5KHQX1LZ,Rare Beauty Opulence Highlighter,79.69,Latin America,Lima,High-Street,Mobile Pop-Up Truck,2025-05-27,2025-07-07,41,1841,2715,3710.030063,0.7318
POP101645,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-X0UF03RM,Clé de Peau Beauté Éclat Blush,54.94,Europe,Berlin,Luxury Mall,Mall Kiosk,2024-05-13,2024-07-21,69,1839,1704,2751.937984,0.6192
POP101477,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-3HQPBMFI,Clé de Peau Beauté Satin Serum,248.12,Europe,Madrid,Art/Design District,Standalone Pop-Up,2025-03-28,2025-06-16,80,529,2500,3464.043231,0.7217
POP100375,Tom Ford Beauty,Estée Lauder Companies,Fragrances,LE-5HKJYSUV,Tom Ford Beauty Mirage Blush,48.94,Middle East,Doha,Department Store Atrium,Mall Kiosk,2024-09-25,2024-11-01,37,679,673,747.030747,0.9009
POP100333,Shiseido,Shiseido Company Limited,Other,LE-7ORYT3RF,Shiseido Satin Highlighter,51.47,Asia-Pacific,Tokyo,Airport Duty-Free,Mall Kiosk,2025-04-27,2025-07-16,80,1911,3768,4153.897035,0.9071
POP102101,Rare Beauty,Private,Fragrances,LE-PCG6AY9K,Rare Beauty Velvet Serum,156.91,Middle East,Dubai,Luxury Mall,Mobile Pop-Up Truck,2025-01-14,2025-03-31,76,1010,2541,3989.010989,0.637
POP102044,Shiseido,Shiseido Company Limited,Eye Products,LE-ZIQPDZKO,Shiseido Opulence Mascara,55.86,Asia-Pacific,Shanghai,Art/Design District,Flash Event,2025-01-02,2025-02-17,46,766,1773,2881.989597,0.6152
POP100910,Armani Beauty,L’Oréal Group,Lip Products,LE-WH538XD4,Armani Beauty Noir Lipstick,58,Asia-Pacific,Hong Kong,Airport Duty-Free,Standalone Pop-Up,2024-09-23,2024-12-12,80,886,2360,3571.969124,0.6607
POP100776,Clé de Peau Beauté,Shiseido Company Limited,Lip Products,LE-PQN9F71G,Clé de Peau Beauté Glow Lipstick,38.64,Middle East,Doha,Airport Duty-Free,Standalone Pop-Up,2024-11-09,2025-01-14,66,1412,1055,1669.039709,0.6321
POP101261,Sisley-Paris,Sisley,Other,LE-SE18E1RV,Sisley-Paris Pearl Blush,58.6,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2025-04-24,2025-07-21,88,681,3759,4803.220036,0.7826
POP100328,Huda Beauty,Private,Fragrances,LE-GRYUDV6X,Huda Beauty Satin Fragrance,195.94,Europe,,Airport Duty-Free,Shop-in-Shop,2025-01-22,2025-02-07,16,1089,1589,2153.992138,0.7377
POP101711,Clé de Peau Beauté,Shiseido Company Limited,Face Products,LE-76I2MVKL,Clé de Peau Beauté Noir Foundation,72.72,Middle East,Doha,Airport Duty-Free,Mall Kiosk,2025-06-18,2025-07-15,27,2429,716,985.004815,0.7269
POP100012,Armani Beauty,L’Oréal Group,Fragrances,LE-TDO21FT2,Armani Beauty Rouge Fragrance,205.76,Asia-Pacific,Hong Kong,Department Store Atrium,Mobile Pop-Up Truck,2025-01-31,2025-03-31,59,1434,2406,4014.683798,0.5993
POP100897,Rare Beauty,Private,Face Products,LE-CBLZYP4D,Rare Beauty Éclat Setting Powder,44.81,Latin America,Lima,Department Store Atrium,Mobile Pop-Up Truck,2025-01-28,2025-03-11,42,615,359,388.9912233,0.9229
POP100171,Tom Ford Beauty,Estée Lauder Companies,Fragrances,LE-1KC7PCZI,Tom Ford Beauty Noir Blush,56.59,North America,New York,Department Store Atrium,Standalone Pop-Up,2024-12-19,2025-01-10,22,788,2292,2474.89472,0.9261
POP100260,Rare Beauty,Private,Face Products,LE-4NRKLO36,Rare Beauty Pearl Foundation,83.31,Europe,,Airport Duty-Free,Mall Kiosk,2025-04-02,2025-06-14,73,1899,447,474.9760918,0.9411
POP101356,Dior,LVMH,Skincare,LE-104A8C50,Dior Glow Serum,118.29,Middle East,Jeddah,Airport Duty-Free,Mall Kiosk,2024-12-25,2025-02-17,54,2177,2318,3050.802843,0.7598
POP101582,Lancôme,L’Oréal Group,Other,LE-85G7VI8E,Lancôme Mirage Blush,35.83,Latin America,Lima,Luxury Mall,Mall Kiosk,2025-06-27,2025-07-23,26,1730,2434,4554.640719,0.5344
POP100901,Pat McGrath Labs,Private,Other,LE-4K67NR8H,Pat McGrath Labs Lumière Primer,47.56,Middle East,Jeddah,Airport Duty-Free,Mall Kiosk,2024-05-18,2024-06-22,35,1604,1393,2841.117683,0.4903
POP100258,Sisley-Paris,Sisley,Fragrances,LE-8VCGUVW6,Sisley-Paris Pearl Fragrance,391.91,Latin America,Lima,Airport Duty-Free,Shop-in-Shop,2025-04-27,2025-05-23,26,1767,952,1316.007741,0.7234
POP100844,Givenchy Beauty,LVMH,Eye Products,LE-0ILHUWX6,Givenchy Beauty Opulence Mascara,31.88,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-07,2024-05-11,65,2003,3309,3802.137194,0.8703
POP100138,Shiseido,Shiseido Company Limited,Lip Products,LE-181EKBYW,Shiseido Noir Lipstick,62.07,North America,Chicago,Luxury Mall,Mobile Pop-Up Truck,2025-03-22,2025-04-03,12,1769,1480,2320.840521,0.6377
POP100319,Rare Beauty,Private,Fragrances,LE-U5PV7K8R,Rare Beauty Mirage Serum,144.27,Latin America,Mexico City,Luxury Mall,Mall Kiosk,2025-04-26,2025-06-08,43,1395,809,1697.08412,0.4767
POP101708,Fenty Beauty,LVMH,Fragrances,LE-XJC9MBGX,Fenty Beauty Noir Primer,37.32,North America,Los Angeles,High-Street,Mobile Pop-Up Truck,2025-04-11,2025-05-03,22,2718,1995,2952.930728,0.6756
POP101381,Charlotte Tilbury,Puig,Lip Products,LE-3PZGKP5J,Charlotte Tilbury Noir Lipstick,77.5,Asia-Pacific,Shanghai,Luxury Mall,Flash Event,2025-05-18,2025-08-06,80,891,799,1389.082058,0.5752
POP101315,MAC Cosmetics,Estée Lauder Companies,Other,LE-UPYCEC6N,MAC Cosmetics Mirage Blush,61.96,North America,Miami,Art/Design District,Mall Kiosk,2025-02-13,2025-03-13,28,699,2145,2502.041292,0.8573
POP100558,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-LWW3789M,Clé de Peau Beauté Noir Fragrance,390.39,Asia-Pacific,Hong Kong,High-Street,Shop-in-Shop,2024-02-19,2024-05-03,74,2570,719,986.012068,0.7292
POP100139,Bobbi Brown,Estée Lauder Companies,Fragrances,LE-L6FPIKCA,Bobbi Brown Opulence Fragrance,296.42,Latin America,Buenos Aires,High-Street,Shop-in-Shop,2025-02-01,2025-03-12,39,2204,413,583.9932127,0.7072
POP101936,Armani Beauty,L’Oréal Group,Eye Products,LE-9J0P9T69,Armani Beauty Glow Eyeshadow Palette,135.45,North America,Miami,High-Street,Standalone Pop-Up,2024-12-12,2025-02-04,54,2724,354,498.0303883,0.7108
POP100531,Rare Beauty,Private,Eye Products,LE-QOJHS84C,Rare Beauty Glow Mascara,30.24,Middle East,Jeddah,Art/Design District,Mall Kiosk,2024-05-10,2024-07-07,58,646,1075,1572.097104,0.6838
POP100224,La Prairie,Beiersdorf,Face Products,LE-RKG7W8Q7,La Prairie Éclat Setting Powder,65.58,North America,Miami,Airport Duty-Free,Flash Event,2025-05-23,2025-08-01,70,849,2224,4371.928445,0.5087
POP100723,Armani Beauty,L’Oréal Group,Face Products,LE-SYSIJODU,Armani Beauty Mirage Setting Powder,55.94,Middle East,Dubai,High-Street,Standalone Pop-Up,2024-04-17,2024-05-17,30,1011,2147,2480.073929,0.8657
POP101917,Hermès Beauty,Hermès International,Fragrances,LE-H9SZ2KED,Hermès Beauty Pearl Primer,69.4,North America,New York,Luxury Mall,Shop-in-Shop,2024-06-13,2024-08-04,52,879,2838,4935.652174,0.575
POP100325,Chanel,Chanel Limited,Face Products,LE-MFW77E09,Chanel Lumière Setting Powder,69.8,Latin America,Bogotá,High-Street,Flash Event,2025-01-02,2025-02-05,34,2099,540,839.9440037,0.6429
POP101413,Sisley-Paris,Sisley,Eye Products,LE-RSSTYIZK,Sisley-Paris Lumière Mascara,30.16,Middle East,Dubai,High-Street,Shop-in-Shop,2024-05-25,2024-07-03,39,2172,1393,1772.941326,0.7857
POP101211,Lancôme,L’Oréal Group,Other,LE-5QQWBT0J,Lancôme Pearl Highlighter,58.98,Asia-Pacific,Singapore,Luxury Mall,Mobile Pop-Up Truck,2024-12-08,2025-03-04,86,1239,3330,4043.224866,0.8236
POP100714,Shiseido,Shiseido Company Limited,Other,LE-C3K60GZM,Shiseido Lumière Blush,54.41,North America,Los Angeles,Department Store Atrium,Standalone Pop-Up,2025-01-23,2025-04-12,79,726,3899,3930.047374,0.9921
POP100846,Armani Beauty,L’Oréal Group,Face Products,LE-T7MNFLC4,Armani Beauty Rouge Foundation,81.09,Asia-Pacific,Seoul,Airport Duty-Free,Standalone Pop-Up,2024-06-15,2024-08-06,52,1782,1312,1504.069701,0.8723
POP100193,Bobbi Brown,Estée Lauder Companies,Other,LE-4VITIKI4,Bobbi Brown Mirage Blush,63.61,Europe,Berlin,Luxury Mall,Standalone Pop-Up,2024-08-06,2024-08-30,24,1005,2348,3983.036472,0.5895
POP100573,Lancôme,L’Oréal Group,Other,LE-TIPE8I4Y,Lancôme Mirage Primer,46.35,Middle East,Riyadh,High-Street,Flash Event,2024-06-21,2024-09-02,73,2625,3928,4466.173962,0.8795
POP100946,YSL Beauty,L’Oréal Group,Eye Products,LE-Q1LE14DB,YSL Beauty Mirage Eyeshadow Palette,83.3,Middle East,Riyadh,High-Street,Mobile Pop-Up Truck,2024-04-04,2024-06-29,86,1201,3838,3995.003643,0.9607
POP100503,Tom Ford Beauty,Estée Lauder Companies,Eye Products,LE-BHB5HBDA,Tom Ford Beauty Glow Mascara,54.95,Europe,Madrid,Airport Duty-Free,Shop-in-Shop,2024-12-25,2025-03-24,89,1208,2766,4156.273479,0.6655
POP101310,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-BEOWKCJ7,Clé de Peau Beauté Glow Primer,73.99,Middle East,Abu Dhabi,Luxury Mall,Flash Event,2024-10-22,2024-12-22,61,1853,1823,2307.887074,0.7899
