event_id,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct
POP101679,Estée Lauder,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2025-06-05,2025-08-06,62,LE-L90DT8Y2,Estée Lauder Velvet Eyeshadow Palette,73.28,2301,1939,99.08
POP101803,Huda Beauty,Latin America,Mexico City,Luxury Mall,Standalone Pop-Up,2024-11-30,2025-02-21,83,LE-JD9SB8HV,Huda Beauty Éclat Lipstick,52.85,1257,1124,78.06
POP100682,Shiseido,North America,Miami,Airport Duty-Free,Standalone Pop-Up,2024-09-11,2024-11-28,78,LE-HO2DLXKG,Shiseido Mirage Foundation,115.52,1245,2569,80.06
POP101717,Sisley-Paris,Europe,Madrid,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-24,2025-02-20,58,LE-N5ZG06FG,Sisley-Paris Rouge Highlighter,83.34,1824,3126,99.81
POP101022,Tom Ford Beauty,Asia-Pacific,Hong Kong,Department Store Atrium,Shop-in-Shop,2024-04-25,2024-05-31,36,LE-6YGSTYA6,Tom Ford Beauty Lumière Mascara,59.13,687,1316,92.61
POP101494,Clé de Peau Beauté,Latin America,São Paulo,Airport Duty-Free,Flash Event,2024-03-19,2024-06-12,85,LE-0EWKHLRO,Clé de Peau Beauté Glow Blush,31.61,1446,1626,47.73
POP101075,Rare Beauty,Asia-Pacific,Seoul,Department Store Atrium,Mobile Pop-Up Truck,2024-05-18,2024-07-22,65,LE-PF16KLLV,Rare Beauty Noir Lipstick,61.47,1305,2554,69.38
POP100984,Pat McGrath Labs,Asia-Pacific,Singapore,High-Street,Mall Kiosk,2024-10-19,2024-10-30,11,LE-YXW5E7T3,Pat McGrath Labs Noir Mascara,48.41,1939,3777,80.34
POP100209,Fenty Beauty,Asia-Pacific,Seoul,Art/Design District,Standalone Pop-Up,2025-05-09,2025-06-19,41,LE-5JFIUIIV,Fenty Beauty Éclat Mascara,71.51,785,1815,70.16
POP101616,Guerlain,Middle East,Doha,Art/Design District,Mobile Pop-Up Truck,2024-07-01,2024-09-20,81,LE-VEM5QN6C,Guerlain Glow Fragrance,217.69,517,2447,88.15
POP101968,Tom Ford Beauty,North America,Los Angeles,Department Store Atrium,Flash Event,2025-05-29,2025-07-28,60,LE-OUWIE8MK,Tom Ford Beauty Éclat Primer,62.67,1539,663,52.66
POP100140,Givenchy Beauty,Middle East,Jeddah,Luxury Mall,Mobile Pop-Up Truck,2024-06-08,2024-08-26,79,LE-C6KRQN9C,Givenchy Beauty Glow Serum,208.13,852,3163,87.45
POP101611,Tom Ford Beauty,Asia-Pacific,Tokyo,Luxury Mall,Shop-in-Shop,2024-04-11,2024-05-20,39,LE-572C50IC,Tom Ford Beauty Lumière Blush,42.33,882,1631,58.27
POP101724,Lancôme,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,2024-10-02,2024-11-30,59,LE-FC0515UF,Lancôme Satin Blush,30.83,1296,3734,80.35
POP101189,Estée Lauder,Asia-Pacific,Shanghai,Department Store Atrium,Mall Kiosk,2024-05-24,2024-05-31,7,LE-CL7CU2MM,Estée Lauder Lumière Fragrance,100.64,1406,2083,81.53
POP101930,Charlotte Tilbury,Asia-Pacific,Singapore,Art/Design District,Mobile Pop-Up Truck,2024-06-05,2024-07-29,54,LE-RHOVGT3G,Charlotte Tilbury Lumière Fragrance,178.79,1217,1775,63.83
POP101228,Dior,Middle East,,Airport Duty-Free,Mall Kiosk,2025-01-01,2025-02-08,38,LE-WDLJPUFV,Dior Noir Eyeshadow Palette,69.74,1591,2070,53.45
POP101499,Pat McGrath Labs,Middle East,Dubai,High-Street,Mobile Pop-Up Truck,2024-09-07,2024-11-30,84,LE-RO8YYAI6,Pat McGrath Labs Rouge Eyeshadow Palette,89.39,2311,3891,90.38
POP101816,Hermès Beauty,North America,Toronto,Airport Duty-Free,Mall Kiosk,2024-02-24,2024-04-01,37,LE-SU0BID0V,Hermès Beauty Opulence Fragrance,217.81,1843,3796,78.74
POP100711,Valentino Beauty,Europe,Madrid,Art/Design District,Shop-in-Shop,2024-10-29,2025-01-15,78,LE-X9ZQRNO8,Valentino Beauty Lumière Blush,46.29,528,359,100.0
POP101058,Huda Beauty,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2024-05-04,2024-07-08,65,LE-FYXU2EOQ,Huda Beauty Mirage Eyeshadow Palette,139.48,1286,4107,92.96
POP101876,Bobbi Brown,Middle East,Dubai,Art/Design District,Standalone Pop-Up,2024-08-10,2024-09-14,35,LE-G9JD6YTJ,Bobbi Brown Lumière Eyeshadow Palette,61.01,1221,173,51.49
POP100010,Charlotte Tilbury,Middle East,Jeddah,High-Street,Mall Kiosk,2024-02-26,2024-05-05,69,LE-Q0DTNQBB,Charlotte Tilbury Mirage Eyeshadow Palette,51.15,1705,3022,73.87
POP101259,Lancôme,Middle East,Jeddah,Art/Design District,Mobile Pop-Up Truck,2024-09-02,2024-10-12,40,LE-MAW3I0X0,Lancôme Éclat Fragrance,157.02,575,2653,66.73
POP101223,Sisley-Paris,Latin America,São Paulo,High-Street,Flash Event,2025-02-06,2025-03-09,31,LE-GRA7D70N,Sisley-Paris Lumière Fragrance,258.54,1830,3067,94.4
POP100754,Shiseido,Europe,Milan,High-Street,Shop-in-Shop,2024-06-30,2024-09-05,67,LE-3W61T6OY,Shiseido Satin Fragrance,390.42,1018,3516,77.58
POP100626,Armani Beauty,Latin America,Buenos Aires,Department Store Atrium,Mobile Pop-Up Truck,2024-05-28,2024-07-19,52,LE-NY7QHS6U,Armani Beauty Satin Highlighter,77.31,1637,532,87.21
POP101249,MAC Cosmetics,Latin America,Mexico City,High-Street,Mall Kiosk,2024-07-30,2024-10-28,90,LE-7IQ8LPGP,MAC Cosmetics Glow Highlighter,65.72,1699,4625,95.89
POP100129,Chanel,Middle East,Dubai,Department Store Atrium,Shop-in-Shop,2024-04-30,2024-07-27,88,LE-R6VKZ7YM,Chanel Pearl Blush,69.1,1711,1411,56.3
POP100843,Bobbi Brown,Middle East,Dubai,Luxury Mall,Mall Kiosk,2025-05-16,2025-06-09,24,LE-OT2TUQWD,Bobbi Brown Rouge Primer,70.01,1686,3566,84.88
POP100323,Rare Beauty,North America,Miami,Airport Duty-Free,Flash Event,2025-01-04,2025-03-14,69,LE-ONUVM8EG,Rare Beauty Satin Mascara,60.49,926,2109,63.31
POP101221,Lancôme,Middle East,Jeddah,Art/Design District,Mall Kiosk,2024-02-21,2024-05-04,73,LE-4FJP5PLA,Lancôme Rouge Serum,116.22,1203,1137,72.28
POP100014,Lancôme,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-06-25,2024-08-05,41,LE-NPJVC9IY,Lancôme Mirage Blush,49.76,1594,1230,62.15
POP101584,Givenchy Beauty,Middle East,Riyadh,Department Store Atrium,Standalone Pop-Up,2024-07-22,2024-09-16,56,LE-Q0UNSQIT,Givenchy Beauty Satin Highlighter,51.75,1490,2694,91.54
POP100215,NARS,Middle East,Abu Dhabi,High-Street,Mall Kiosk,2024-12-16,2025-01-30,45,LE-70NDDJQL,NARS Satin Foundation,95.14,1520,421,63.88
POP101170,Hourglass,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2024-11-11,2025-01-30,80,LE-U0U224MO,Hourglass Opulence Blush,68.86,1742,2978,59.9
POP101412,Fenty Beauty,Latin America,,Department Store Atrium,Mobile Pop-Up Truck,2024-11-12,2025-01-03,52,LE-KEP297ZW,Fenty Beauty Velvet Eyeshadow Palette,67.76,778,1923,60.49
POP101460,Estée Lauder,Middle East,Jeddah,Department Store Atrium,Flash Event,2024-12-07,2025-02-27,82,LE-I91IAWVN,Estée Lauder Opulence Mascara,69.07,1646,4409,94.84
POP100864,Huda Beauty,Europe,London,Art/Design District,Standalone Pop-Up,2025-03-15,2025-04-14,30,LE-CH9UYFUE,Huda Beauty Lumière Serum,275.21,530,742,74.95
POP100516,Hourglass,Latin America,Bogotá,Luxury Mall,Shop-in-Shop,2025-04-26,2025-06-10,45,LE-T7F6KUI7,Hourglass Glow Highlighter,66.84,1161,2973,74.53
POP100597,Bobbi Brown,North America,Chicago,High-Street,Mall Kiosk,2025-03-05,2025-03-09,4,LE-7HUB8J21,Bobbi Brown Lumière Eyeshadow Palette,106.59,1704,2605,60.08
POP100195,YSL Beauty,Asia-Pacific,Hong Kong,Luxury Mall,Flash Event,2025-03-08,2025-05-28,81,LE-69OOCVZO,YSL Beauty Opulence Blush,62.43,1537,1173,69.12
POP100288,MAC Cosmetics,North America,Toronto,Art/Design District,Mobile Pop-Up Truck,2024-07-06,2024-08-27,52,LE-S4IY91PP,MAC Cosmetics Glow Serum,99.86,575,3088,89.56
POP100950,Dior,Europe,Madrid,Art/Design District,Standalone Pop-Up,2024-09-24,2024-12-07,74,LE-VWER6F3A,Dior Velvet Primer,55.71,1184,4261,100.0
POP101323,Tom Ford Beauty,Middle East,Riyadh,Art/Design District,Mall Kiosk,2024-10-29,2024-11-06,8,LE-FYFQJ81W,Tom Ford Beauty Satin Foundation,119.43,1211,1410,66.32
POP101544,YSL Beauty,Europe,Milan,High-Street,Mall Kiosk,2025-05-21,2025-05-27,6,LE-24KJDRT8,YSL Beauty Velvet Setting Powder,42.31,1999,1756,44.05
POP100549,Clé de Peau Beauté,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-03-04,2024-04-21,48,LE-XE64LL3Q,Clé de Peau Beauté Velvet Eyeshadow Palette,87.81,1598,2883,68.61
POP100156,Hourglass,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-12-28,2025-02-24,58,LE-124OIRLL,Hourglass Pearl Highlighter,68.73,1856,377,55.28
POP100419,Sisley-Paris,Europe,Berlin,Department Store Atrium,Shop-in-Shop,2024-05-18,2024-06-11,24,LE-VSIXJPF1,Sisley-Paris Lumière Foundation,67.44,1397,4286,86.41
POP100922,NARS,Asia-Pacific,Shanghai,Luxury Mall,Mobile Pop-Up Truck,2024-07-08,2024-08-02,25,LE-V0L683IF,NARS Glow Primer,66.17,1607,2186,54.86
POP100477,Guerlain,Europe,Berlin,Airport Duty-Free,Mall Kiosk,2024-06-25,2024-07-04,9,LE-LT2C9P4A,Guerlain Satin Foundation,47.64,1805,165,57.89
POP101483,Charlotte Tilbury,Europe,Madrid,High-Street,Shop-in-Shop,2025-04-23,2025-05-11,18,LE-UX849YAK,Charlotte Tilbury Glow Mascara,38.07,1899,619,59.52
POP100553,Guerlain,Latin America,São Paulo,Art/Design District,Mall Kiosk,2024-08-16,2024-10-28,73,LE-9Z8YJ6AA,Guerlain Rouge Setting Powder,77.31,1249,636,63.79
POP100390,Guerlain,Europe,Berlin,Art/Design District,Shop-in-Shop,2024-03-19,2024-06-12,85,LE-9KN5YYGP,Guerlain Mirage Serum,168.73,1080,2234,87.47
POP100578,Clé de Peau Beauté,Middle East,Dubai,Luxury Mall,Mobile Pop-Up Truck,2024-08-21,2024-11-17,88,LE-F81GC15Z,Clé de Peau Beauté Mirage Highlighter,65.73,1434,2114,62.21
POP101905,Sisley-Paris,North America,Chicago,Luxury Mall,Standalone Pop-Up,2025-03-30,2025-04-09,10,LE-G4B4IHLI,Sisley-Paris Mirage Fragrance,263.69,1182,609,54.04
POP101182,Lancôme,Asia-Pacific,,Airport Duty-Free,Standalone Pop-Up,2024-10-18,2024-12-21,64,LE-BH0E49HT,Lancôme Opulence Eyeshadow Palette,51.2,2464,472,92.19
POP101834,NARS,Latin America,Mexico City,Department Store Atrium,Flash Event,2024-06-27,2024-07-28,31,LE-JEVI7GHU,NARS Opulence Serum,259.56,1481,2262,56.62
POP100820,Fenty Beauty,North America,Toronto,High-Street,Mall Kiosk,2024-08-07,2024-10-10,64,LE-CHJR6M5L,Fenty Beauty Velvet Foundation,100.05,3082,2042,88.9
POP102038,La Prairie,Middle East,Abu Dhabi,Luxury Mall,Shop-in-Shop,2025-03-26,2025-06-06,72,LE-6QQINO2I,La Prairie Rouge Mascara,67.71,883,2966,61.37
POP101006,Lancôme,Latin America,Lima,Airport Duty-Free,Flash Event,2024-08-16,2024-09-27,42,LE-MZPBHH2B,Lancôme Éclat Serum,195.45,1779,4154,94.15
POP101177,La Prairie,Middle East,Dubai,Art/Design District,Mobile Pop-Up Truck,2025-07-03,2025-08-10,38,LE-4BPJVPY5,La Prairie Mirage Fragrance,368.05,603,303,52.97
POP100664,Guerlain,Latin America,Buenos Aires,Department Store Atrium,Mall Kiosk,2024-11-10,2025-01-01,52,LE-84Y9Q6VQ,Guerlain Velvet Eyeshadow Palette,142.58,1217,1991,76.93
POP101683,Guerlain,Latin America,Buenos Aires,Department Store Atrium,Mall Kiosk,2025-06-14,2025-07-13,29,LE-4NKJDBYI,Guerlain Lumière Eyeshadow Palette,135.59,1800,2913,99.86
POP100142,Estée Lauder,Europe,Madrid,Luxury Mall,Mobile Pop-Up Truck,2024-03-24,2024-05-17,54,LE-ROKC4GE4,Estée Lauder Mirage Serum,89.24,1307,1828,54.16
POP101697,Fenty Beauty,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,2025-04-12,2025-06-02,51,LE-RNLRT7AA,Fenty Beauty Rouge Serum,209.15,1522,2654,82.07
POP101451,YSL Beauty,Europe,Madrid,High-Street,Flash Event,2024-09-11,2024-11-26,76,LE-IAKC773N,YSL Beauty Mirage Highlighter,53.83,1442,3145,93.35
POP100421,NARS,Europe,Paris,Art/Design District,Mobile Pop-Up Truck,2024-11-18,2025-01-14,57,LE-03K53YN7,NARS Lumière Foundation,89.76,882,1432,85.65
POP100799,Guerlain,Asia-Pacific,Hong Kong,High-Street,Mall Kiosk,2024-03-22,2024-05-10,49,LE-U3RGPCU7,Guerlain Lumière Highlighter,86.29,2915,4388,91.4
POP100615,Sisley-Paris,North America,Miami,Art/Design District,Mall Kiosk,2024-10-06,2024-11-16,41,LE-UCNF6HPK,Sisley-Paris Velvet Mascara,67.97,679,258,78.42
POP100295,Rare Beauty,North America,Miami,Art/Design District,Flash Event,2024-08-10,2024-10-16,67,LE-J5H0EQ8G,Rare Beauty Noir Fragrance,204.3,1117,1645,75.18
POP100401,Givenchy Beauty,Middle East,Abu Dhabi,Airport Duty-Free,Mall Kiosk,2025-04-28,2025-06-09,42,LE-7OXTTIOW,Givenchy Beauty Noir Foundation,55.64,1536,3083,82.3
POP100088,Pat McGrath Labs,Asia-Pacific,Singapore,Art/Design District,Standalone Pop-Up,2024-10-10,2024-10-28,18,LE-J3WOCXIT,Pat McGrath Labs Velvet Fragrance,198.81,953,3716,76.82
POP101490,Pat McGrath Labs,Asia-Pacific,Hong Kong,High-Street,Flash Event,2024-09-13,2024-10-20,37,LE-PZVYNUDV,Pat McGrath Labs Glow Blush,52.74,1717,1699,82.36
POP102100,Clé de Peau Beauté,North America,Toronto,Luxury Mall,Standalone Pop-Up,2025-02-14,2025-02-23,9,LE-B72I07VN,Clé de Peau Beauté Mirage Blush,39.13,1816,1325,49.83
POP100131,Rare Beauty,Asia-Pacific,Hong Kong,High-Street,Mall Kiosk,2024-10-19,2025-01-08,81,LE-Q5WX4Y6P,Rare Beauty Satin Blush,46.24,2410,1897,52.32
POP101831,NARS,Middle East,Dubai,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-14,2024-12-08,24,LE-YHMXHUYJ,NARS Mirage Blush,34.25,1413,3466,99.48
POP101726,Givenchy Beauty,Latin America,Bogotá,Luxury Mall,Mall Kiosk,2024-12-24,2025-01-23,30,LE-FDC8BY57,Givenchy Beauty Mirage Serum,266.22,1181,1066,43.35
POP101506,Charlotte Tilbury,Europe,Paris,Department Store Atrium,Mall Kiosk,2024-05-16,2024-08-06,82,LE-2BGI8ONQ,Charlotte Tilbury Pearl Serum,217.52,1305,3592,79.17
POP101677,YSL Beauty,Middle East,Riyadh,Department Store Atrium,Mall Kiosk,2024-12-27,2025-02-02,37,LE-QNXRGTOJ,YSL Beauty Noir Fragrance,114.14,1312,1298,56.81
POP100724,Estée Lauder,Europe,Madrid,High-Street,Mobile Pop-Up Truck,2024-09-19,2024-10-01,12,LE-IUY9HK8O,Estée Lauder Rouge Setting Powder,67.8,2670,2262,60.97
POP101278,Clé de Peau Beauté,Asia-Pacific,Singapore,Art/Design District,Standalone Pop-Up,2025-01-15,2025-03-15,59,LE-77SASU4N,Clé de Peau Beauté Velvet Fragrance,300.78,1221,2238,70.09
POP100269,Lancôme,Europe,Milan,Art/Design District,Standalone Pop-Up,2024-04-01,2024-05-07,36,LE-L5WPA9YX,Lancôme Velvet Primer,60.29,1262,315,71.43
POP101525,Chanel,North America,Los Angeles,Luxury Mall,Shop-in-Shop,2025-04-04,2025-05-21,47,LE-HEVUGXSY,Chanel Rouge Blush,67.52,1182,1277,58.77
POP100917,Rare Beauty,Latin America,Lima,High-Street,Mobile Pop-Up Truck,2025-05-27,2025-07-07,41,LE-5KHQX1LZ,Rare Beauty Opulence Highlighter,79.69,1841,2715,73.18
POP101645,Clé de Peau Beauté,Europe,Berlin,Luxury Mall,Mall Kiosk,2024-05-13,2024-07-21,69,LE-X0UF03RM,Clé de Peau Beauté Éclat Blush,54.94,1839,1704,61.92
POP101477,Clé de Peau Beauté,Europe,Madrid,Art/Design District,Standalone Pop-Up,2025-03-28,2025-06-16,80,LE-3HQPBMFI,Clé de Peau Beauté Satin Serum,248.12,529,2500,72.17
POP100375,Tom Ford Beauty,Middle East,Doha,Department Store Atrium,Mall Kiosk,2024-09-25,2024-11-01,37,LE-5HKJYSUV,Tom Ford Beauty Mirage Blush,48.94,679,673,90.09
POP100333,Shiseido,Asia-Pacific,Tokyo,Airport Duty-Free,Mall Kiosk,2025-04-27,2025-07-16,80,LE-7ORYT3RF,Shiseido Satin Highlighter,51.47,1911,3768,90.71
POP102101,Rare Beauty,Middle East,Dubai,Luxury Mall,Mobile Pop-Up Truck,2025-01-14,2025-03-31,76,LE-PCG6AY9K,Rare Beauty Velvet Serum,156.91,1010,2541,63.7
POP102044,Shiseido,Asia-Pacific,Shanghai,Art/Design District,Flash Event,2025-01-02,2025-02-17,46,LE-ZIQPDZKO,Shiseido Opulence Mascara,55.86,766,1773,61.52
POP100910,Armani Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Standalone Pop-Up,2024-09-23,2024-12-12,80,LE-WH538XD4,Armani Beauty Noir Lipstick,58.0,886,2360,66.07
POP100776,Clé de Peau Beauté,Middle East,Doha,Airport Duty-Free,Standalone Pop-Up,2024-11-09,2025-01-14,66,LE-PQN9F71G,Clé de Peau Beauté Glow Lipstick,38.64,1412,1055,63.21
POP101261,Sisley-Paris,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2025-04-24,2025-07-21,88,LE-SE18E1RV,Sisley-Paris Pearl Blush,58.6,681,3759,78.26
POP100328,Huda Beauty,Europe,,Airport Duty-Free,Shop-in-Shop,2025-01-22,2025-02-07,16,LE-GRYUDV6X,Huda Beauty Satin Fragrance,195.94,1089,1589,73.77
POP101711,Clé de Peau Beauté,Middle East,Doha,Airport Duty-Free,Mall Kiosk,2025-06-18,2025-07-15,27,LE-76I2MVKL,Clé de Peau Beauté Noir Foundation,72.72,2429,716,72.69
POP100012,Armani Beauty,Asia-Pacific,Hong Kong,Department Store Atrium,Mobile Pop-Up Truck,2025-01-31,2025-03-31,59,LE-TDO21FT2,Armani Beauty Rouge Fragrance,205.76,1434,2406,59.93
POP100897,Rare Beauty,Latin America,Lima,Department Store Atrium,Mobile Pop-Up Truck,2025-01-28,2025-03-11,42,LE-CBLZYP4D,Rare Beauty Éclat Setting Powder,44.81,615,359,92.29
POP100171,Tom Ford Beauty,North America,New York,Department Store Atrium,Standalone Pop-Up,2024-12-19,2025-01-10,22,LE-1KC7PCZI,Tom Ford Beauty Noir Blush,56.59,788,2292,92.61
POP100260,Rare Beauty,Europe,,Airport Duty-Free,Mall Kiosk,2025-04-02,2025-06-14,73,LE-4NRKLO36,Rare Beauty Pearl Foundation,83.31,1899,447,94.11
POP101356,Dior,Middle East,Jeddah,Airport Duty-Free,Mall Kiosk,2024-12-25,2025-02-17,54,LE-104A8C50,Dior Glow Serum,118.29,2177,2318,75.98
POP101582,Lancôme,Latin America,Lima,Luxury Mall,Mall Kiosk,2025-06-27,2025-07-23,26,LE-85G7VI8E,Lancôme Mirage Blush,35.83,1730,2434,53.44
POP100901,Pat McGrath Labs,Middle East,Jeddah,Airport Duty-Free,Mall Kiosk,2024-05-18,2024-06-22,35,LE-4K67NR8H,Pat McGrath Labs Lumière Primer,47.56,1604,1393,49.03
POP100258,Sisley-Paris,Latin America,Lima,Airport Duty-Free,Shop-in-Shop,2025-04-27,2025-05-23,26,LE-8VCGUVW6,Sisley-Paris Pearl Fragrance,391.91,1767,952,72.34
POP100844,Givenchy Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-07,2024-05-11,65,LE-0ILHUWX6,Givenchy Beauty Opulence Mascara,31.88,2003,3309,87.03
POP100138,Shiseido,North America,Chicago,Luxury Mall,Mobile Pop-Up Truck,2025-03-22,2025-04-03,12,LE-181EKBYW,Shiseido Noir Lipstick,62.07,1769,1480,63.77
POP100319,Rare Beauty,Latin America,Mexico City,Luxury Mall,Mall Kiosk,2025-04-26,2025-06-08,43,LE-U5PV7K8R,Rare Beauty Mirage Serum,144.27,1395,809,47.67
POP101708,Fenty Beauty,North America,Los Angeles,High-Street,Mobile Pop-Up Truck,2025-04-11,2025-05-03,22,LE-XJC9MBGX,Fenty Beauty Noir Primer,37.32,2718,1995,67.56
POP101381,Charlotte Tilbury,Asia-Pacific,Shanghai,Luxury Mall,Flash Event,2025-05-18,2025-08-06,80,LE-3PZGKP5J,Charlotte Tilbury Noir Lipstick,77.5,891,799,57.52
POP101315,MAC Cosmetics,North America,Miami,Art/Design District,Mall Kiosk,2025-02-13,2025-03-13,28,LE-UPYCEC6N,MAC Cosmetics Mirage Blush,61.96,699,2145,85.73
POP100558,Clé de Peau Beauté,Asia-Pacific,Hong Kong,High-Street,Shop-in-Shop,2024-02-19,2024-05-03,74,LE-LWW3789M,Clé de Peau Beauté Noir Fragrance,390.39,2570,719,72.92
POP100139,Bobbi Brown,Latin America,Buenos Aires,High-Street,Shop-in-Shop,2025-02-01,2025-03-12,39,LE-L6FPIKCA,Bobbi Brown Opulence Fragrance,296.42,2204,413,70.72
POP101936,Armani Beauty,North America,Miami,High-Street,Standalone Pop-Up,2024-12-12,2025-02-04,54,LE-9J0P9T69,Armani Beauty Glow Eyeshadow Palette,135.45,2724,354,71.08
POP100531,Rare Beauty,Middle East,Jeddah,Art/Design District,Mall Kiosk,2024-05-10,2024-07-07,58,LE-QOJHS84C,Rare Beauty Glow Mascara,30.24,646,1075,68.38
POP100224,La Prairie,North America,Miami,Airport Duty-Free,Flash Event,2025-05-23,2025-08-01,70,LE-RKG7W8Q7,La Prairie Éclat Setting Powder,65.58,849,2224,50.87
POP100723,Armani Beauty,Middle East,Dubai,High-Street,Standalone Pop-Up,2024-04-17,2024-05-17,30,LE-SYSIJODU,Armani Beauty Mirage Setting Powder,55.94,1011,2147,86.57
POP101917,Hermès Beauty,North America,New York,Luxury Mall,Shop-in-Shop,2024-06-13,2024-08-04,52,LE-H9SZ2KED,Hermès Beauty Pearl Primer,69.4,879,2838,57.5
POP100325,Chanel,Latin America,Bogotá,High-Street,Flash Event,2025-01-02,2025-02-05,34,LE-MFW77E09,Chanel Lumière Setting Powder,69.8,2099,540,64.29
POP101413,Sisley-Paris,Middle East,Dubai,High-Street,Shop-in-Shop,2024-05-25,2024-07-03,39,LE-RSSTYIZK,Sisley-Paris Lumière Mascara,30.16,2172,1393,78.57
POP101211,Lancôme,Asia-Pacific,Singapore,Luxury Mall,Mobile Pop-Up Truck,2024-12-08,2025-03-04,86,LE-5QQWBT0J,Lancôme Pearl Highlighter,58.98,1239,3330,82.36
POP100714,Shiseido,North America,Los Angeles,Department Store Atrium,Standalone Pop-Up,2025-01-23,2025-04-12,79,LE-C3K60GZM,Shiseido Lumière Blush,54.41,726,3899,99.21
POP100846,Armani Beauty,Asia-Pacific,Seoul,Airport Duty-Free,Standalone Pop-Up,2024-06-15,2024-08-06,52,LE-T7MNFLC4,Armani Beauty Rouge Foundation,81.09,1782,1312,87.23
POP100193,Bobbi Brown,Europe,Berlin,Luxury Mall,Standalone Pop-Up,2024-08-06,2024-08-30,24,LE-4VITIKI4,Bobbi Brown Mirage Blush,63.61,1005,2348,58.95
POP100573,Lancôme,Middle East,Riyadh,High-Street,Flash Event,2024-06-21,2024-09-02,73,LE-TIPE8I4Y,Lancôme Mirage Primer,46.35,2625,3928,87.95
POP100946,YSL Beauty,Middle East,Riyadh,High-Street,Mobile Pop-Up Truck,2024-04-04,2024-06-29,86,LE-Q1LE14DB,YSL Beauty Mirage Eyeshadow Palette,83.3,1201,3838,96.07
POP100503,Tom Ford Beauty,Europe,Madrid,Airport Duty-Free,Shop-in-Shop,2024-12-25,2025-03-24,89,LE-BHB5HBDA,Tom Ford Beauty Glow Mascara,54.95,1208,2766,66.55
POP101310,Clé de Peau Beauté,Middle East,Abu Dhabi,Luxury Mall,Flash Event,2024-10-22,2024-12-22,61,LE-BEOWKCJ7,Clé de Peau Beauté Glow Primer,73.99,1853,1823,78.99
POP101301,Estée Lauder,Latin America,Mexico City,Department Store Atrium,Standalone Pop-Up,2024-10-02,2024-10-09,7,LE-41FFHPP7,Estée Lauder Mirage Highlighter,70.99,1758,1560,93.47
POP101995,Givenchy Beauty,Europe,Milan,Luxury Mall,Flash Event,2025-03-31,2025-06-08,69,LE-VQ7Z5OXL,Givenchy Beauty Mirage Mascara,59.89,854,526,60.95
POP100003,YSL Beauty,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,2024-05-12,2024-08-06,86,LE-G4H9D2R2,YSL Beauty Mirage Lipstick,34.46,524,576,86.88
POP101285,Hermès Beauty,Europe,Milan,Department Store Atrium,Standalone Pop-Up,2024-11-08,2024-12-15,37,LE-5TT1D1IL,Hermès Beauty Mirage Foundation,94.58,787,2168,61.17
POP100467,Rare Beauty,Middle East,Abu Dhabi,Department Store Atrium,Mall Kiosk,2025-04-22,2025-06-13,52,LE-K8U51WP4,Rare Beauty Glow Blush,45.82,700,1538,60.94
POP100005,Hermès Beauty,Latin America,Bogotá,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-06,2025-01-03,28,LE-JNGO47E8,Hermès Beauty Pearl Blush,59.68,1374,547,57.52
POP101777,YSL Beauty,Latin America,Bogotá,High-Street,Standalone Pop-Up,2025-04-30,2025-05-29,29,LE-9JN6XMH1,YSL Beauty Mirage Foundation,102.25,2239,1016,66.58
POP100547,Hourglass,Middle East,Abu Dhabi,High-Street,Shop-in-Shop,2025-01-28,2025-03-03,34,LE-2MUSNZH3,Hourglass Noir Setting Powder,43.99,1611,289,91.75
POP100228,Valentino Beauty,Latin America,Bogotá,Department Store Atrium,Standalone Pop-Up,2024-06-23,2024-07-24,31,LE-46HCJVT1,Valentino Beauty Éclat Serum,185.6,1573,4067,99.44
POP101063,Chanel,Latin America,São Paulo,Airport Duty-Free,Shop-in-Shop,2024-04-11,2024-05-26,45,LE-2XH122VD,Chanel Satin Fragrance,369.81,2244,1524,56.55
POP100542,Tom Ford Beauty,Asia-Pacific,Hong Kong,Department Store Atrium,Standalone Pop-Up,2024-05-18,2024-08-09,83,LE-D107UXUX,Tom Ford Beauty Pearl Highlighter,38.69,1556,810,49.51
POP100242,Charlotte Tilbury,Latin America,São Paulo,High-Street,Shop-in-Shop,2024-09-09,2024-12-06,88,LE-J3YUUHSM,Charlotte Tilbury Velvet Primer,63.52,1527,1482,87.8
