,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Brands""",,,,,"""Regions""",,,,,"""Products""",2133 records,,,,,"""Events""",2133 records,,,,,,,,,,,,
brand_id,brand,parent_company,,,region_id,region_name,,,,sku,product_name,category_id (FK),price_usd,,,event_id,brand_id (FK),location_id (FK),location_type_id (FK),event_type_id (FK),sku (FK),start_date,end_date,lease_length_days,avg_daily_footfall,units_sold,units_allocated,sell_through_pct,sales_conversion_rate
,,,,,,,,,,LE-6YGSTYA6,Tom Ford Beauty Lumière Mascara,1,59.13,,,POP101022,5,19,4,3,LE-6YGSTYA6,2024-04-25,2024-05-31,36,687,1316,1421.01285,0.9261,0.0532
,,,,,,,,,,LE-0EWKHLRO,Clé de Peau Beauté Glow Blush,2,31.61,,,POP101494,19,17,2,1,LE-0EWKHLRO,2024-03-19,2024-06-12,85,1446,1626,3406.662476,0.4773,0.0132
,,,,,,,,,,LE-PF16KLLV,Rare Beauty Noir Lipstick,3,61.47,,,POP101075,8,10,4,5,LE-PF16KLLV,2024-05-18,2024-07-22,65,1305,2554,3681.176131,0.6938,0.0301
,,,,,,,,,,LE-YXW5E7T3,Pat McGrath Labs Noir Mascara,1,48.41,,,POP100984,9,21,3,4,LE-YXW5E7T3,2024-10-19,2024-10-30,11,1939,3777,4701.269604,0.8034,0.1771
,,,,,,,,,,LE-5JFIUIIV,Fenty Beauty Éclat Mascara,1,71.51,,,POP100209,22,10,1,2,LE-5JFIUIIV,2025-05-09,2025-06-19,41,785,1815,2586.944128,0.7016,0.0564
,,,,,,,,,,LE-VEM5QN6C,Guerlain Glow Fragrance,2,217.69,,,POP101616,7,22,1,5,LE-VEM5QN6C,2024-07-01,2024-09-20,81,517,2447,2775.950085,0.8815,0.0584
,,,,,,,,,,LE-OUWIE8MK,Tom Ford Beauty Éclat Primer,2,62.67,,,POP101968,5,27,4,1,LE-OUWIE8MK,2025-05-29,2025-07-28,60,1539,663,1259.020129,0.5266,0.0072
,,,,,,,,,,LE-C6KRQN9C,Givenchy Beauty Glow Serum,2,208.13,,,POP100140,6,20,5,5,LE-C6KRQN9C,2024-06-08,2024-08-26,79,852,3163,3616.923957,0.8745,0.047
,,,,,,,,,,LE-572C50IC,Tom Ford Beauty Lumière Blush,2,42.33,,,POP101611,5,7,5,3,LE-572C50IC,2024-04-11,2024-05-20,39,882,1631,2799.038957,0.5827,0.0474
,,,,,,,,,,LE-FC0515UF,Lancôme Satin Blush,4,30.83,,,POP101724,24,11,2,3,LE-FC0515UF,2024-10-02,2024-11-30,59,1296,3734,4647.168637,0.8035,0.0488
,,,,,,,,,,LE-CL7CU2MM,Estée Lauder Lumière Fragrance,2,100.64,,,POP101189,10,12,4,4,LE-CL7CU2MM,2024-05-24,2024-05-31,7,1406,2083,2554.887771,0.8153,0.2116
,,,,,,,,,,LE-RHOVGT3G,Charlotte Tilbury Lumière Fragrance,2,178.79,,,POP101930,1,21,1,5,LE-RHOVGT3G,2024-06-05,2024-07-29,54,1217,1775,2780.824064,0.6383,0.027
,,,,,,,,,,LE-WDLJPUFV,Dior Noir Eyeshadow Palette,1,69.74,,,POP101228,18,30,2,4,LE-WDLJPUFV,2025-01-01,2025-02-08,38,1591,2070,3872.778297,0.5345,0.0342
,,,,,,,,,,LE-RO8YYAI6,Pat McGrath Labs Rouge Eyeshadow Palette,1,89.39,,,POP101499,9,23,3,5,LE-RO8YYAI6,2024-09-07,2024-11-30,84,2311,3891,4305.156008,0.9038,0.02
,,,,,,,,,,LE-SU0BID0V,Hermès Beauty Opulence Fragrance,2,217.81,,,POP101816,4,8,2,4,LE-SU0BID0V,2024-02-24,2024-04-01,37,1843,3796,4820.929642,0.7874,0.0557
,,,,,,,,,,LE-X9ZQRNO8,Valentino Beauty Lumière Blush,2,46.29,,,POP100711,2,6,1,3,LE-X9ZQRNO8,2024-10-29,2025-01-15,78,528,359,359,1,0.0087
,,,,,,,,,,LE-FYXU2EOQ,Huda Beauty Mirage Eyeshadow Palette,1,139.48,,,POP101058,20,2,2,5,LE-FYXU2EOQ,2024-05-04,2024-07-08,65,1286,4107,4418.02926,0.9296,0.0491
,,,,,,,,,,LE-G9JD6YTJ,Bobbi Brown Lumière Eyeshadow Palette,1,61.01,,,POP101876,17,23,1,2,LE-G9JD6YTJ,2024-08-10,2024-09-14,35,1221,173,335.9875704,0.5149,0.004
,,,,,,,,,,LE-Q0DTNQBB,Charlotte Tilbury Mirage Eyeshadow Palette,1,51.15,,,POP100010,1,20,3,4,LE-Q0DTNQBB,2024-02-26,2024-05-05,69,1705,3022,4090.970624,0.7387,0.0257
,,,,,,,,,,LE-MAW3I0X0,Lancôme Éclat Fragrance,2,157.02,,,POP101259,24,20,1,5,LE-MAW3I0X0,2024-09-02,2024-10-12,40,575,2653,3975.723063,0.6673,0.1153
,,,,,,,,,,LE-GRA7D70N,Sisley-Paris Lumière Fragrance,2,258.54,,,POP101223,16,17,3,1,LE-GRA7D70N,2025-02-06,2025-03-09,31,1830,3067,3248.940678,0.944,0.0541
,,,,,,,,,,LE-3W61T6OY,Shiseido Satin Fragrance,2,390.42,,,POP100754,21,16,3,3,LE-3W61T6OY,2024-06-30,2024-09-05,67,1018,3516,4532.095901,0.7758,0.0515
,,,,,,,,,,LE-NY7QHS6U,Armani Beauty Satin Highlighter,2,77.31,,,POP100626,11,9,4,5,LE-NY7QHS6U,2024-05-28,2024-07-19,52,1637,532,610.0217865,0.8721,0.0062
,,,,,,,,,,LE-7IQ8LPGP,MAC Cosmetics Glow Highlighter,4,65.72,,,POP101249,13,25,3,4,LE-7IQ8LPGP,2024-07-30,2024-10-28,90,1699,4625,4823.234957,0.9589,0.0302
,,,,,,,,,,LE-R6VKZ7YM,Chanel Pearl Blush,4,69.1,,,POP100129,14,23,4,3,LE-R6VKZ7YM,2024-04-30,2024-07-27,88,1711,1411,2506.216696,0.563,0.0094
,,,,,,,,,,LE-OT2TUQWD,Bobbi Brown Rouge Primer,4,70.01,,,POP100843,17,23,5,4,LE-OT2TUQWD,2025-05-16,2025-06-09,24,1686,3566,4201.225259,0.8488,0.0881
,,,,,,,,,,LE-ONUVM8EG,Rare Beauty Satin Mascara,1,60.49,,,POP100323,8,1,2,1,LE-ONUVM8EG,2025-01-04,2025-03-14,69,926,2109,3331.227294,0.6331,0.033
,,,,,,,,,,LE-4FJP5PLA,Lancôme Rouge Serum,6,116.22,,,POP101221,24,20,1,4,LE-4FJP5PLA,2024-02-21,2024-05-04,73,1203,1137,1573.049253,0.7228,0.0129
,,,,,,,,,,LE-NPJVC9IY,Lancôme Mirage Blush,4,49.76,,,POP100014,24,7,5,5,LE-NPJVC9IY,2024-06-25,2024-08-05,41,1594,1230,1979.082864,0.6215,0.0188
,,,,,,,,,,LE-Q0UNSQIT,Givenchy Beauty Satin Highlighter,2,51.75,,,POP101584,6,11,4,2,LE-Q0UNSQIT,2024-07-22,2024-09-16,56,1490,2694,2942.975748,0.9154,0.0323
,,,,,,,,,,LE-70NDDJQL,NARS Satin Foundation,5,95.14,,,POP100215,15,26,3,4,LE-70NDDJQL,2024-12-16,2025-01-30,45,1520,421,659.0482154,0.6388,0.0062
,,,,,,,,,,LE-U0U224MO,Hourglass Opulence Blush,4,68.86,,,POP101170,23,10,5,3,LE-U0U224MO,2024-11-11,2025-01-30,80,1742,2978,4971.619366,0.599,0.0214
,,,,,,,,,,LE-KEP297ZW,Fenty Beauty Velvet Eyeshadow Palette,1,67.76,,,POP101412,22,30,4,5,LE-KEP297ZW,2024-11-12,2025-01-03,52,778,1923,3179.037857,0.6049,0.0475
,,,,,,,,,,LE-I91IAWVN,Estée Lauder Opulence Mascara,1,69.07,,,POP101460,10,20,4,1,LE-I91IAWVN,2024-12-07,2025-02-27,82,1646,4409,4648.882328,0.9484,0.0327
,,,,,,,,,,LE-CH9UYFUE,Huda Beauty Lumière Serum,2,275.21,,,POP100864,20,5,1,2,LE-CH9UYFUE,2025-03-15,2025-04-14,30,530,742,989.9933289,0.7495,0.0467
,,,,,,,,,,LE-T7F6KUI7,Hourglass Glow Highlighter,4,66.84,,,POP100516,23,18,5,3,LE-T7F6KUI7,2025-04-26,2025-06-10,45,1161,2973,3988.997719,0.7453,0.0569
,,,,,,,,,,LE-7HUB8J21,Bobbi Brown Lumière Eyeshadow Palette,1,106.59,,,POP100597,17,4,3,4,LE-7HUB8J21,2025-03-05,2025-03-09,4,1704,2605,4335.885486,0.6008,0.3822
,,,,,,,,,,LE-69OOCVZO,YSL Beauty Opulence Blush,2,62.43,,,POP100195,3,19,5,1,LE-69OOCVZO,2025-03-08,2025-05-28,81,1537,1173,1697.048611,0.6912,0.0094
,,,,,,,,,,LE-S4IY91PP,MAC Cosmetics Glow Serum,6,99.86,,,POP100288,13,8,1,5,LE-S4IY91PP,2024-07-06,2024-08-27,52,575,3088,3447.967843,0.8956,0.1033
,,,,,,,,,,LE-VWER6F3A,Dior Velvet Primer,4,55.71,,,POP100950,18,6,1,2,LE-VWER6F3A,2024-09-24,2024-12-07,74,1184,4261,4261,1,0.0486
,,,,,,,,,,LE-FYFQJ81W,Tom Ford Beauty Satin Foundation,5,119.43,,,POP101323,5,11,1,4,LE-FYFQJ81W,2024-10-29,2024-11-06,8,1211,1410,2126.055489,0.6632,0.1455
,,,,,,,,,,LE-24KJDRT8,YSL Beauty Velvet Setting Powder,5,42.31,,,POP101544,3,16,3,4,LE-24KJDRT8,2025-05-21,2025-05-27,6,1999,1756,3986.379115,0.4405,0.1464
,,,,,,,,,,LE-XE64LL3Q,Clé de Peau Beauté Velvet Eyeshadow Palette,1,87.81,,,POP100549,19,7,5,5,LE-XE64LL3Q,2024-03-04,2024-04-21,48,1598,2883,4202.011369,0.6861,0.0376
,,,,,,,,,,LE-124OIRLL,Hourglass Pearl Highlighter,4,68.73,,,POP100156,23,7,5,5,LE-124OIRLL,2024-12-28,2025-02-24,58,1856,377,681.9826339,0.5528,0.0035
,,,,,,,,,,LE-VSIXJPF1,Sisley-Paris Lumière Foundation,5,67.44,,,POP100419,16,3,4,3,LE-VSIXJPF1,2024-05-18,2024-06-11,24,1397,4286,4960.074066,0.8641,0.1278
,,,,,,,,,,LE-V0L683IF,NARS Glow Primer,4,66.17,,,POP100922,15,12,5,5,LE-V0L683IF,2024-07-08,2024-08-02,25,1607,2186,3984.688297,0.5486,0.0544
,,,,,,,,,,LE-LT2C9P4A,Guerlain Satin Foundation,5,47.64,,,POP100477,7,3,2,4,LE-LT2C9P4A,2024-06-25,2024-07-04,9,1805,165,285.0233201,0.5789,0.0102
,,,,,,,,,,LE-UX849YAK,Charlotte Tilbury Glow Mascara,1,38.07,,,POP101483,1,6,3,3,LE-UX849YAK,2025-04-23,2025-05-11,18,1899,619,1039.986559,0.5952,0.0181
,,,,,,,,,,LE-9Z8YJ6AA,Guerlain Rouge Setting Powder,5,77.31,,,POP100553,7,17,1,4,LE-9Z8YJ6AA,2024-08-16,2024-10-28,73,1249,636,997.0214767,0.6379,0.007
,,,,,,,,,,LE-9KN5YYGP,Guerlain Mirage Serum,6,168.73,,,POP100390,7,3,1,3,LE-9KN5YYGP,2024-03-19,2024-06-12,85,1080,2234,2554.018521,0.8747,0.0243
,,,,,,,,,,LE-F81GC15Z,Clé de Peau Beauté Mirage Highlighter,2,65.73,,,POP100578,19,23,5,5,LE-F81GC15Z,2024-08-21,2024-11-17,88,1434,2114,3398.167497,0.6221,0.0168
,,,,,,,,,,LE-G4B4IHLI,Sisley-Paris Mirage Fragrance,2,263.69,,,POP101905,16,4,5,2,LE-G4B4IHLI,2025-03-30,2025-04-09,10,1182,609,1126.943005,0.5404,0.0515
,,,,,,,,,,LE-BH0E49HT,Lancôme Opulence Eyeshadow Palette,1,51.2,,,POP101182,24,30,2,2,LE-BH0E49HT,2024-10-18,2024-12-21,64,2464,472,511.9861156,0.9219,0.003
,,,,,,,,,,LE-JEVI7GHU,NARS Opulence Serum,6,259.56,,,POP101834,15,25,4,1,LE-JEVI7GHU,2024-06-27,2024-07-28,31,1481,2262,3995.054751,0.5662,0.0493
,,,,,,,,,,LE-CHJR6M5L,Fenty Beauty Velvet Foundation,5,100.05,,,POP100820,22,8,3,4,LE-CHJR6M5L,2024-08-07,2024-10-10,64,3082,2042,2296.96288,0.889,0.0104
,,,,,,,,,,LE-6QQINO2I,La Prairie Rouge Mascara,1,67.71,,,POP102038,12,26,5,3,LE-6QQINO2I,2025-03-26,2025-06-06,72,883,2966,4832.980284,0.6137,0.0467
,,,,,,,,,,LE-MZPBHH2B,Lancôme Éclat Serum,6,195.45,,,POP101006,24,13,2,1,LE-MZPBHH2B,2024-08-16,2024-09-27,42,1779,4154,4412.108338,0.9415,0.0556
,,,,,,,,,,LE-4BPJVPY5,La Prairie Mirage Fragrance,2,368.05,,,POP101177,12,23,1,5,LE-4BPJVPY5,2025-07-03,2025-08-10,38,603,303,572.0218992,0.5297,0.0132
,,,,,,,,,,LE-84Y9Q6VQ,Guerlain Velvet Eyeshadow Palette,1,142.58,,,POP100664,7,9,4,4,LE-84Y9Q6VQ,2024-11-10,2025-01-01,52,1217,1991,2588.067074,0.7693,0.0315
,,,,,,,,,,LE-4NKJDBYI,Guerlain Lumière Eyeshadow Palette,1,135.59,,,POP101683,7,9,4,4,LE-4NKJDBYI,2025-06-14,2025-07-13,29,1800,2913,2917.083917,0.9986,0.0558
,,,,,,,,,,LE-ROKC4GE4,Estée Lauder Mirage Serum,6,89.24,,,POP100142,10,6,5,5,LE-ROKC4GE4,2024-03-24,2024-05-17,54,1307,1828,3375.184638,0.5416,0.0259
,,,,,,,,,,LE-RNLRT7AA,Fenty Beauty Rouge Serum,2,209.15,,,POP101697,22,7,5,1,LE-RNLRT7AA,2025-04-12,2025-06-02,51,1522,2654,3233.824784,0.8207,0.0342
,,,,,,,,,,LE-IAKC773N,YSL Beauty Mirage Highlighter,2,53.83,,,POP101451,3,6,3,1,LE-IAKC773N,2024-09-11,2024-11-26,76,1442,3145,3369.041243,0.9335,0.0287
,,,,,,,,,,LE-03K53YN7,NARS Lumière Foundation,5,89.76,,,POP100421,15,24,1,5,LE-03K53YN7,2024-11-18,2025-01-14,57,882,1432,1671.920607,0.8565,0.0285
,,,,,,,,,,LE-U3RGPCU7,Guerlain Lumière Highlighter,4,86.29,,,POP100799,7,19,3,4,LE-U3RGPCU7,2024-03-22,2024-05-10,49,2915,4388,4800.875274,0.914,0.0307
,,,,,,,,,,LE-UCNF6HPK,Sisley-Paris Velvet Mascara,1,67.97,,,POP100615,16,1,1,4,LE-UCNF6HPK,2024-10-06,2024-11-16,41,679,258,328.9977047,0.7842,0.0093
,,,,,,,,,,LE-J5H0EQ8G,Rare Beauty Noir Fragrance,2,204.3,,,POP100295,8,1,1,1,LE-J5H0EQ8G,2024-08-10,2024-10-16,67,1117,1645,2188.081937,0.7518,0.022
,,,,,,,,,,LE-7OXTTIOW,Givenchy Beauty Noir Foundation,5,55.64,,,POP100401,6,26,2,4,LE-7OXTTIOW,2025-04-28,2025-06-09,42,1536,3083,3746.051033,0.823,0.0478
,,,,,,,,,,LE-J3WOCXIT,Pat McGrath Labs Velvet Fragrance,2,198.81,,,POP100088,9,21,1,2,LE-J3WOCXIT,2024-10-10,2024-10-28,18,953,3716,4837.281958,0.7682,0.2166
,,,,,,,,,,LE-PZVYNUDV,Pat McGrath Labs Glow Blush,4,52.74,,,POP101490,9,19,3,1,LE-PZVYNUDV,2024-09-13,2024-10-20,37,1717,1699,2062.894609,0.8236,0.0267
,,,,,,,,,,LE-B72I07VN,Clé de Peau Beauté Mirage Blush,2,39.13,,,POP102100,19,8,5,2,LE-B72I07VN,2025-02-14,2025-02-23,9,1816,1325,2659.040739,0.4983,0.0811
,,,,,,,,,,LE-Q5WX4Y6P,Rare Beauty Satin Blush,2,46.24,,,POP100131,8,19,3,4,LE-Q5WX4Y6P,2024-10-19,2025-01-08,81,2410,1897,3625.764526,0.5232,0.0097
,,,,,,,,,,LE-YHMXHUYJ,NARS Mirage Blush,4,34.25,,,POP101831,15,23,2,5,LE-YHMXHUYJ,2024-11-14,2024-12-08,24,1413,3466,3484.117411,0.9948,0.1022
,,,,,,,,,,LE-FDC8BY57,Givenchy Beauty Mirage Serum,2,266.22,,,POP101726,6,18,5,4,LE-FDC8BY57,2024-12-24,2025-01-23,30,1181,1066,2459.05421,0.4335,0.0301
,,,,,,,,,,LE-2BGI8ONQ,Charlotte Tilbury Pearl Serum,6,217.52,,,POP101506,1,24,4,4,LE-2BGI8ONQ,2024-05-16,2024-08-06,82,1305,3592,4537.072123,0.7917,0.0336
,,,,,,,,,,LE-QNXRGTOJ,YSL Beauty Noir Fragrance,2,114.14,,,POP101677,3,11,4,4,LE-QNXRGTOJ,2024-12-27,2025-02-02,37,1312,1298,2284.809012,0.5681,0.0267
,,,,,,,,,,LE-IUY9HK8O,Estée Lauder Rouge Setting Powder,5,67.8,,,POP100724,10,6,3,5,LE-IUY9HK8O,2024-09-19,2024-10-01,12,2670,2262,3710.021322,0.6097,0.0706
,,,,,,,,,,LE-77SASU4N,Clé de Peau Beauté Velvet Fragrance,2,300.78,,,POP101278,19,21,1,2,LE-77SASU4N,2025-01-15,2025-03-15,59,1221,2238,3193.037523,0.7009,0.0311
,,,,,,,,,,LE-L5WPA9YX,Lancôme Velvet Primer,4,60.29,,,POP100269,24,16,1,2,LE-L5WPA9YX,2024-04-01,2024-05-07,36,1262,315,440.9911802,0.7143,0.0069
,,,,,,,,,,LE-HEVUGXSY,Chanel Rouge Blush,4,67.52,,,POP101525,14,27,5,3,LE-HEVUGXSY,2025-04-04,2025-05-21,47,1182,1277,2172.877318,0.5877,0.023
,,,,,,,,,,LE-5KHQX1LZ,Rare Beauty Opulence Highlighter,2,79.69,,,POP100917,8,13,3,5,LE-5KHQX1LZ,2025-05-27,2025-07-07,41,1841,2715,3710.030063,0.7318,0.036
,,,,,,,,,,LE-X0UF03RM,Clé de Peau Beauté Éclat Blush,2,54.94,,,POP101645,19,3,5,4,LE-X0UF03RM,2024-05-13,2024-07-21,69,1839,1704,2751.937984,0.6192,0.0134
,,,,,,,,,,LE-3HQPBMFI,Clé de Peau Beauté Satin Serum,2,248.12,,,POP101477,19,6,1,2,LE-3HQPBMFI,2025-03-28,2025-06-16,80,529,2500,3464.043231,0.7217,0.0591
,,,,,,,,,,LE-5HKJYSUV,Tom Ford Beauty Mirage Blush,2,48.94,,,POP100375,5,22,4,4,LE-5HKJYSUV,2024-09-25,2024-11-01,37,679,673,747.030747,0.9009,0.0268
,,,,,,,,,,LE-7ORYT3RF,Shiseido Satin Highlighter,4,51.47,,,POP100333,21,7,2,4,LE-7ORYT3RF,2025-04-27,2025-07-16,80,1911,3768,4153.897035,0.9071,0.0246
,,,,,,,,,,LE-PCG6AY9K,Rare Beauty Velvet Serum,2,156.91,,,POP102101,8,23,5,5,LE-PCG6AY9K,2025-01-14,2025-03-31,76,1010,2541,3989.010989,0.637,0.0331
,,,,,,,,,,LE-ZIQPDZKO,Shiseido Opulence Mascara,1,55.86,,,POP102044,21,12,1,1,LE-ZIQPDZKO,2025-01-02,2025-02-17,46,766,1773,2881.989597,0.6152,0.0503
,,,,,,,,,,LE-WH538XD4,Armani Beauty Noir Lipstick,3,58,,,POP100910,11,19,2,2,LE-WH538XD4,2024-09-23,2024-12-12,80,886,2360,3571.969124,0.6607,0.0333
,,,,,,,,,,LE-PQN9F71G,Clé de Peau Beauté Glow Lipstick,3,38.64,,,POP100776,19,22,2,2,LE-PQN9F71G,2024-11-09,2025-01-14,66,1412,1055,1669.039709,0.6321,0.0113
,,,,,,,,,,LE-SE18E1RV,Sisley-Paris Pearl Blush,4,58.6,,,POP101261,16,25,5,3,LE-SE18E1RV,2025-04-24,2025-07-21,88,681,3759,4803.220036,0.7826,0.0627
,,,,,,,,,,LE-GRYUDV6X,Huda Beauty Satin Fragrance,2,195.94,,,POP100328,20,30,2,3,LE-GRYUDV6X,2025-01-22,2025-02-07,16,1089,1589,2153.992138,0.7377,0.0912
,,,,,,,,,,LE-76I2MVKL,Clé de Peau Beauté Noir Foundation,5,72.72,,,POP101711,19,22,2,4,LE-76I2MVKL,2025-06-18,2025-07-15,27,2429,716,985.004815,0.7269,0.0109
,,,,,,,,,,LE-TDO21FT2,Armani Beauty Rouge Fragrance,2,205.76,,,POP100012,11,19,4,5,LE-TDO21FT2,2025-01-31,2025-03-31,59,1434,2406,4014.683798,0.5993,0.0284
,,,,,,,,,,LE-CBLZYP4D,Rare Beauty Éclat Setting Powder,5,44.81,,,POP100897,8,13,4,5,LE-CBLZYP4D,2025-01-28,2025-03-11,42,615,359,388.9912233,0.9229,0.0139
,,,,,,,,,,LE-1KC7PCZI,Tom Ford Beauty Noir Blush,2,56.59,,,POP100171,5,2,4,2,LE-1KC7PCZI,2024-12-19,2025-01-10,22,788,2292,2474.89472,0.9261,0.1322
,,,,,,,,,,LE-4NRKLO36,Rare Beauty Pearl Foundation,5,83.31,,,POP100260,8,30,2,4,LE-4NRKLO36,2025-04-02,2025-06-14,73,1899,447,474.9760918,0.9411,0.0032
,,,,,,,,,,LE-104A8C50,Dior Glow Serum,6,118.29,,,POP101356,18,20,2,4,LE-104A8C50,2024-12-25,2025-02-17,54,2177,2318,3050.802843,0.7598,0.0197
,,,,,,,,,,LE-85G7VI8E,Lancôme Mirage Blush,4,35.83,,,POP101582,24,13,5,4,LE-85G7VI8E,2025-06-27,2025-07-23,26,1730,2434,4554.640719,0.5344,0.0541
,,,,,,,,,,LE-4K67NR8H,Pat McGrath Labs Lumière Primer,4,47.56,,,POP100901,9,20,2,4,LE-4K67NR8H,2024-05-18,2024-06-22,35,1604,1393,2841.117683,0.4903,0.0248
,,,,,,,,,,LE-8VCGUVW6,Sisley-Paris Pearl Fragrance,2,391.91,,,POP100258,16,13,2,3,LE-8VCGUVW6,2025-04-27,2025-05-23,26,1767,952,1316.007741,0.7234,0.0207
,,,,,,,,,,LE-0ILHUWX6,Givenchy Beauty Opulence Mascara,1,31.88,,,POP100844,6,19,2,5,LE-0ILHUWX6,2024-03-07,2024-05-11,65,2003,3309,3802.137194,0.8703,0.0254
,,,,,,,,,,LE-181EKBYW,Shiseido Noir Lipstick,3,62.07,,,POP100138,21,4,5,5,LE-181EKBYW,2025-03-22,2025-04-03,12,1769,1480,2320.840521,0.6377,0.0697
,,,,,,,,,,LE-U5PV7K8R,Rare Beauty Mirage Serum,2,144.27,,,POP100319,8,25,5,4,LE-U5PV7K8R,2025-04-26,2025-06-08,43,1395,809,1697.08412,0.4767,0.0135
,,,,,,,,,,LE-XJC9MBGX,Fenty Beauty Noir Primer,2,37.32,,,POP101708,22,27,3,5,LE-XJC9MBGX,2025-04-11,2025-05-03,22,2718,1995,2952.930728,0.6756,0.0334
,,,,,,,,,,LE-3PZGKP5J,Charlotte Tilbury Noir Lipstick,3,77.5,,,POP101381,1,12,5,1,LE-3PZGKP5J,2025-05-18,2025-08-06,80,891,799,1389.082058,0.5752,0.0112
,,,,,,,,,,LE-UPYCEC6N,MAC Cosmetics Mirage Blush,4,61.96,,,POP101315,13,1,1,4,LE-UPYCEC6N,2025-02-13,2025-03-13,28,699,2145,2502.041292,0.8573,0.1096
,,,,,,,,,,LE-LWW3789M,Clé de Peau Beauté Noir Fragrance,2,390.39,,,POP100558,19,19,3,3,LE-LWW3789M,2024-02-19,2024-05-03,74,2570,719,986.012068,0.7292,0.0038
,,,,,,,,,,LE-L6FPIKCA,Bobbi Brown Opulence Fragrance,2,296.42,,,POP100139,17,9,3,3,LE-L6FPIKCA,2025-02-01,2025-03-12,39,2204,413,583.9932127,0.7072,0.0048
,,,,,,,,,,LE-9J0P9T69,Armani Beauty Glow Eyeshadow Palette,1,135.45,,,POP101936,11,1,3,2,LE-9J0P9T69,2024-12-12,2025-02-04,54,2724,354,498.0303883,0.7108,0.0024
,,,,,,,,,,LE-QOJHS84C,Rare Beauty Glow Mascara,1,30.24,,,POP100531,8,20,1,4,LE-QOJHS84C,2024-05-10,2024-07-07,58,646,1075,1572.097104,0.6838,0.0287
,,,,,,,,,,LE-RKG7W8Q7,La Prairie Éclat Setting Powder,5,65.58,,,POP100224,12,1,2,1,LE-RKG7W8Q7,2025-05-23,2025-08-01,70,849,2224,4371.928445,0.5087,0.0374
,,,,,,,,,,LE-SYSIJODU,Armani Beauty Mirage Setting Powder,5,55.94,,,POP100723,11,23,3,2,LE-SYSIJODU,2024-04-17,2024-05-17,30,1011,2147,2480.073929,0.8657,0.0708
,,,,,,,,,,LE-H9SZ2KED,Hermès Beauty Pearl Primer,2,69.4,,,POP101917,4,2,5,3,LE-H9SZ2KED,2024-06-13,2024-08-04,52,879,2838,4935.652174,0.575,0.0621
,,,,,,,,,,LE-MFW77E09,Chanel Lumière Setting Powder,5,69.8,,,POP100325,14,18,3,1,LE-MFW77E09,2025-01-02,2025-02-05,34,2099,540,839.9440037,0.6429,0.0076
,,,,,,,,,,LE-RSSTYIZK,Sisley-Paris Lumière Mascara,1,30.16,,,POP101413,16,23,3,3,LE-RSSTYIZK,2024-05-25,2024-07-03,39,2172,1393,1772.941326,0.7857,0.0164
,,,,,,,,,,LE-5QQWBT0J,Lancôme Pearl Highlighter,4,58.98,,,POP101211,24,21,5,5,LE-5QQWBT0J,2024-12-08,2025-03-04,86,1239,3330,4043.224866,0.8236,0.0313
,,,,,,,,,,LE-C3K60GZM,Shiseido Lumière Blush,4,54.41,,,POP100714,21,27,4,2,LE-C3K60GZM,2025-01-23,2025-04-12,79,726,3899,3930.047374,0.9921,0.068
,,,,,,,,,,LE-T7MNFLC4,Armani Beauty Rouge Foundation,5,81.09,,,POP100846,11,10,2,2,LE-T7MNFLC4,2024-06-15,2024-08-06,52,1782,1312,1504.069701,0.8723,0.0142
,,,,,,,,,,LE-4VITIKI4,Bobbi Brown Mirage Blush,4,63.61,,,POP100193,17,3,5,2,LE-4VITIKI4,2024-08-06,2024-08-30,24,1005,2348,3983.036472,0.5895,0.0973
,,,,,,,,,,LE-TIPE8I4Y,Lancôme Mirage Primer,4,46.35,,,POP100573,24,11,3,1,LE-TIPE8I4Y,2024-06-21,2024-09-02,73,2625,3928,4466.173962,0.8795,0.0205
,,,,,,,,,,LE-Q1LE14DB,YSL Beauty Mirage Eyeshadow Palette,1,83.3,,,POP100946,3,11,3,5,LE-Q1LE14DB,2024-04-04,2024-06-29,86,1201,3838,3995.003643,0.9607,0.0372
,,,,,,,,,,LE-BHB5HBDA,Tom Ford Beauty Glow Mascara,1,54.95,,,POP100503,5,6,2,3,LE-BHB5HBDA,2024-12-25,2025-03-24,89,1208,2766,4156.273479,0.6655,0.0257
,,,,,,,,,,LE-BEOWKCJ7,Clé de Peau Beauté Glow Primer,2,73.99,,,POP101310,19,26,5,1,LE-BEOWKCJ7,2024-10-22,2024-12-22,61,1853,1823,2307.887074,0.7899,0.0161
,,,,,,,,,,LE-41FFHPP7,Estée Lauder Mirage Highlighter,4,70.99,,,POP101301,10,25,4,2,LE-41FFHPP7,2024-10-02,2024-10-09,7,1758,1560,1668.984701,0.9347,0.1268
,,,,,,,,,,LE-VQ7Z5OXL,Givenchy Beauty Mirage Mascara,1,59.89,,,POP101995,6,16,5,1,LE-VQ7Z5OXL,2025-03-31,2025-06-08,69,854,526,863.002461,0.6095,0.0089
,,,,,,,,,,LE-G4H9D2R2,YSL Beauty Mirage Lipstick,3,34.46,,,POP100003,3,19,1,3,LE-G4H9D2R2,2024-05-12,2024-08-06,86,524,576,662.9834254,0.8688,0.0128
,,,,,,,,,,LE-5TT1D1IL,Hermès Beauty Mirage Foundation,5,94.58,,,POP101285,4,16,4,2,LE-5TT1D1IL,2024-11-08,2024-12-15,37,787,2168,3544.221023,0.6117,0.0745
