event_id,parent_company,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,units_allocated,,sell_through_pct,,,"event_id is the unique identifier for each row, hence the PK"
POP101292,LVMH,Fenty Beauty,Europe,Paris,Airport Duty-Free,Flash Event,2025-04-22,2025-05-18,26,LE-HM0UGGKF,Fenty Beauty Rouge Setting Powder,75.36,1229,2894,3909,74.03,0.7403,,,
POP100276,Estée Lauder Companies,NARS,Middle East,Riyadh,Airport Duty-Free,Flash Event,2024-08-04,2024-08-17,13,LE-YN89TXL5,NARS Pearl Eyeshadow Palette,110.21,1645,293,437,67.05,0.6705,,,
POP100661,Estée Lauder Companies,NARS,Latin America,São Paulo,Art/Design District,Mall Kiosk,2024-12-18,2025-02-08,52,LE-FSAYRZFD,NARS Satin Highlighter,62.66,515,1999,2670,74.87,0.7487,,,
POP101351,L’Oréal Group,Valentino Beauty,Middle East,Dubai,Airport Duty-Free,Flash Event,2024-03-17,2024-04-01,15,LE-HBUQHAY5,Valentino Beauty Noir Highlighter,58.81,1227,3025,3802,79.56,0.7956,,,
POP100314,Estée Lauder Companies,MAC Cosmetics,North America,New York,Airport Duty-Free,Mall Kiosk,2024-09-10,2024-09-16,6,LE-8IWXHXC5,MAC Cosmetics Glow Mascara,45.91,1765,3040,3948,77,0.77,,,
POP100691,LVMH,Dior,North America,Chicago,Luxury Mall,Mobile Pop-Up Truck,2024-03-18,2024-04-30,43,LE-6WWQAVXW,Dior Glow Highlighter,73.69,2021,2248,3089,72.77,0.7277,,,
POP101684,Unilever,Hourglass,Middle East,Riyadh,Art/Design District,Mall Kiosk,2024-07-09,2024-08-07,29,LE-GE03KQM4,Hourglass Opulence Lipstick,45.42,703,1155,1716,67.31,0.6731,,,
POP100424,Hermès International,Hermès Beauty,Middle East,Abu Dhabi,High-Street,Mobile Pop-Up Truck,2024-06-23,2024-08-23,61,LE-6VCZEZCV,Hermès Beauty Mirage Lipstick,68.1,2219,3736,4375,85.39,0.8539,,,
POP100594,Private ,Rare Beauty,Asia-Pacific,Tokyo,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-18,2025-03-12,84,LE-YLL2RN3M,Rare Beauty Éclat Fragrance,97.69,2019,2105,2210,95.25,0.9525,,,
POP102114,Shiseido Company Limited,Clé de Peau Beauté,North America,Los Angeles,High-Street,Shop-in-Shop,2024-05-28,2024-06-05,8,LE-4VMRTGF4,Clé de Peau Beauté Lumière Foundation,110.78,2526,1968,2755,71.43,0.7143,,,
POP100622,Beiersdorf,La Prairie,Europe,Madrid,High-Street,Shop-in-Shop,2024-11-02,2025-01-19,78,LE-RE4JLN7C,La Prairie Noir Highlighter,58.3,2371,3386,4106,82.46,0.8246,,,
POP101622,L’Oréal Group,Valentino Beauty,Europe,Milan,Department Store Atrium,Shop-in-Shop,2024-11-15,2025-02-09,86,LE-Y9BDQR4V,Valentino Beauty Éclat Highlighter,59.38,1167,1976,2938,67.26,0.6726,,,
POP101885,Private ,Huda Beauty,Europe,Milan,Art/Design District,Flash Event,2024-05-28,2024-07-23,56,LE-7B15QBXK,Huda Beauty Glow Highlighter,43.43,835,1453,2275,63.87,0.6387,,,
POP100227,Private ,Rare Beauty,North America,New York,Luxury Mall,Flash Event,2024-09-25,2024-09-30,5,LE-15FOFRKZ,Rare Beauty Rouge Eyeshadow Palette,121.79,1051,2848,3703,76.91,0.7691,,,
POP101906,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Shanghai,Department Store Atrium,Standalone Pop-Up,2024-12-24,2025-01-24,31,LE-KDZYXPOA,Clé de Peau Beauté Mirage Serum,106.07,1506,3520,4703,74.85,0.7485,,,
POP101169,L’Oréal Group,Lancôme,Europe,Paris,Airport Duty-Free,Mall Kiosk,2025-04-26,2025-05-22,26,LE-9APGLVGA,Lancôme Lumière Setting Powder,76.43,909,1654,2220,74.5,0.745,,,
POP101491,Private ,Pat McGrath Labs,Middle East,Doha,Airport Duty-Free,Mall Kiosk,2024-06-16,2024-08-14,59,LE-TYZXMCEK,Pat McGrath Labs Velvet Eyeshadow Palette,114.27,1611,3068,4891,62.73,0.6273,,,
POP101289,Beiersdorf,La Prairie,Latin America,Lima,Airport Duty-Free,Standalone Pop-Up,2024-06-19,2024-07-24,35,LE-NHU70LY5,La Prairie Éclat Serum,213.68,1701,764,1164,65.64,0.6564,,,
POP100066,Unilever,Hourglass,Europe,Paris,High-Street,Mall Kiosk,2024-06-17,2024-07-21,34,LE-JJ09T681,Hourglass Glow Mascara,68.24,2236,753,808,93.19,0.9319,,,
POP100024,Puig,Charlotte Tilbury,Europe,Milan,High-Street,Shop-in-Shop,2025-02-21,2025-03-17,24,LE-YVR7JMPE,Charlotte Tilbury Éclat Highlighter,62.59,1881,2146,4724,45.43,0.4543,,,
POP100144,Unilever,Hourglass,Middle East,Riyadh,Luxury Mall,Mall Kiosk,2024-08-25,2024-11-06,73,LE-CO3YFLEI,Hourglass Pearl Serum,204.34,851,3322,4365,76.11,0.7611,,,
POP100536,L’Oréal Group,Valentino Beauty,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2024-04-29,2024-07-17,79,LE-HY1X1L61,Valentino Beauty Éclat Primer,46.48,2096,2342,2609,89.77,0.8977,,,
POP100811,Estée Lauder Companies,MAC Cosmetics,North America,Toronto,Luxury Mall,Mall Kiosk,2025-02-18,2025-04-22,63,LE-XNI3B9RK,MAC Cosmetics Opulence Highlighter,78.32,838,1434,2730,52.53,0.5253,,,
POP101255,Estée Lauder Companies,Tom Ford Beauty,Latin America,Mexico City,Department Store Atrium,Mobile Pop-Up Truck,2024-06-25,2024-08-31,67,LE-KIBW3HV6,Tom Ford Beauty Lumière Serum,92.73,1386,1534,2994,51.24,0.5124,,,
POP100085,Shiseido Company Limited,Shiseido,Europe,Madrid,Department Store Atrium,Standalone Pop-Up,2024-03-05,2024-03-30,25,LE-7AW6UOB9,Shiseido Éclat Fragrance,383.08,1664,230,273,84.25,0.8425,,,
POP101829,L’Oréal Group,YSL Beauty,Middle East,Abu Dhabi,High-Street,Mall Kiosk,2024-09-26,2024-11-12,47,LE-JRCMDAAA,YSL Beauty Noir Highlighter,84.86,2152,2779,3218,86.36,0.8636,,,
POP101870,L’Oréal Group,Lancôme,Europe,Madrid,High-Street,Standalone Pop-Up,2024-11-28,2025-01-19,52,LE-A6LX1BGF,Lancôme Rouge Mascara,30.53,2553,3845,4755,80.86,0.8086,,,
POP101200,Hermès International,Hermès Beauty,Latin America,Buenos Aires,Art/Design District,Mobile Pop-Up Truck,2025-05-05,2025-06-17,43,LE-N1500QJW,Hermès Beauty Lumière Mascara,52.1,1251,1186,1728,68.63,0.6863,,,
POP102016,Puig,Charlotte Tilbury,Asia-Pacific,,Airport Duty-Free,Mall Kiosk,2024-11-27,2024-12-16,19,LE-AT0NGX2N,Charlotte Tilbury Rouge Fragrance,103.45,1300,2999,3869,77.51,0.7751,,,
POP102031,LVMH,Fenty Beauty,Middle East,,Department Store Atrium,Flash Event,2024-11-29,2025-01-12,44,LE-66ISOTJ0,Fenty Beauty Mirage Setting Powder,62.74,683,2655,3150,84.29,0.8429,,,
POP101537,L’Oréal Group,Lancôme,Asia-Pacific,Hong Kong,Luxury Mall,Standalone Pop-Up,2025-02-11,2025-02-27,16,LE-BQGK8CVC,Lancôme Rouge Serum,200.43,1040,977,1117,87.47,0.8747,,,
POP101280,LVMH,Fenty Beauty,Latin America,Lima,Airport Duty-Free,Mobile Pop-Up Truck,2025-08-06,2025-08-11,5,LE-2ODXWZH5,Fenty Beauty Pearl Highlighter,58.2,1070,3475,4458,77.95,0.7795,,,
POP100362,LVMH,Dior,North America,Chicago,Art/Design District,Mall Kiosk,2024-12-10,2025-01-29,50,LE-7A5ANDDQ,Dior Velvet Eyeshadow Palette,131.94,1032,3371,4539,74.27,0.7427,,,
POP101798,L’Oréal Group,Lancôme,Latin America,Bogotá,Airport Duty-Free,Standalone Pop-Up,2024-12-08,2025-01-07,30,LE-LTD6L10A,Lancôme Glow Serum,105.49,1278,1865,2452,76.06,0.7606,,,
POP101290,Private ,Huda Beauty,Asia-Pacific,Tokyo,Department Store Atrium,Flash Event,2025-02-04,2025-02-24,20,LE-8VJPK3ZG,Huda Beauty Éclat Mascara,56.53,760,3179,3179,100,1,,,
POP101026,Private ,Pat McGrath Labs,Europe,Berlin,Airport Duty-Free,Shop-in-Shop,2025-02-17,2025-03-04,15,LE-F6500LB2,Pat McGrath Labs Pearl Serum,135.45,1826,818,1802,45.39,0.4539,,,
POP101030,LVMH,Dior,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-15,2025-05-21,67,LE-OY5YGZ46,Dior Glow Lipstick,51.68,1281,1685,2357,71.49,0.7149,,,
POP101360,Estée Lauder,Estée Lauder,North America,Miami,Airport Duty-Free,Flash Event,2025-06-06,2025-07-11,35,LE-2A3S7KN6,Estée Lauder Rouge Lipstick,70.37,1995,1916,2170,88.29,0.8829,,,
POP101518,L’Oréal Group,YSL Beauty,North America,Los Angeles,Department Store Atrium,Shop-in-Shop,2024-12-28,2025-01-07,10,LE-D4RHGZB1,YSL Beauty Noir Mascara,65.03,989,2740,4671,58.66,0.5866,,,
POP101202,Unilever,Hourglass,Middle East,Dubai,Luxury Mall,Standalone Pop-Up,2024-12-14,2024-12-26,12,LE-6BAFGWQW,Hourglass Opulence Serum,210.57,1312,2112,4325,48.83,0.4883,,,
POP100665,LVMH,Dior,Latin America,Bogotá,High-Street,Standalone Pop-Up,2024-09-28,,55,LE-J9K9OL2S,Dior Opulence Primer,58.97,1093,1411,1521,92.77,0.9277,,,
POP100364,Shiseido Company Limited,Shiseido,North America,New York,Department Store Atrium,Shop-in-Shop,2024-07-11,2024-09-12,63,LE-Q2S60PSK,Shiseido Opulence Lipstick,75.11,1521,267,329,81.16,0.8116,,,
POP100077,LVMH,Givenchy Beauty,North America,Los Angeles,Art/Design District,Mall Kiosk,2024-12-15,2025-02-22,69,LE-OXICESNC,Givenchy Beauty Rouge Mascara,39.02,813,1839,3051,60.28,0.6028,,,
POP100027,Estée Lauder Companies,Bobbi Brown,Asia-Pacific,Hong Kong,High-Street,Flash Event,2025-03-24,2025-04-11,18,LE-NJW75B95,Bobbi Brown Velvet Mascara,71.61,2585,4749,4835,98.22,0.9822,,,
POP101610,Chanel Limited,Chanel,Europe,Berlin,Airport Duty-Free,Mall Kiosk,2025-03-05,2025-04-23,49,LE-8QZPWHVP,Chanel Lumière Mascara,43.72,1713,500,836,59.81,0.5981,,,
POP100525,Sisley,Sisley-Paris,Europe,London,Art/Design District,Mobile Pop-Up Truck,2024-06-19,2024-09-02,75,LE-1D5Y3ZBR,Sisley-Paris Glow Setting Powder,69.95,1303,1839,2499,73.59,0.7359,,,
POP100725,Private ,Huda Beauty,Latin America,Bogotá,Airport Duty-Free,Flash Event,2024-08-06,,69,LE-ERZLGD1L,Huda Beauty Opulence Serum,245.82,1140,1685,2589,65.08,0.6508,,,
POP100055,Estée Lauder,Estée Lauder,North America,Chicago,Art/Design District,Mall Kiosk,2025-01-14,2025-01-30,16,LE-VP0VTIXZ,Estée Lauder Éclat Fragrance,235.91,580,244,250,97.6,0.976,,,
POP100638,Estée Lauder Companies,NARS,Middle East,Riyadh,High-Street,Standalone Pop-Up,2024-11-19,2025-01-15,57,LE-IUP6YFCR,NARS Satin Mascara,50.33,1945,512,1153,44.41,0.4441,,,
POP100302,Unilever,Hourglass,Middle East,Doha,Art/Design District,Flash Event,2024-04-22,2024-05-02,10,LE-C0CT3XYA,Hourglass Pearl Eyeshadow Palette,55.42,1272,802,1202,66.72,0.6672,,,
POP100718,Estée Lauder Companies,NARS,Asia-Pacific,Hong Kong,High-Street,Mall Kiosk,2024-12-15,2025-02-18,65,LE-ARFANHJT,NARS Satin Eyeshadow Palette,96.19,2064,1013,1206,84,0.84,,,
POP100624,LVMH,Guerlain,Europe,Berlin,Art/Design District,Mall Kiosk,2025-04-27,2025-06-20,54,LE-BUT9S4XR,Guerlain Noir Foundation,61.14,603,589,1109,53.11,0.5311,,,
POP100007,Estée Lauder,Estée Lauder,Europe,Milan,High-Street,Mobile Pop-Up Truck,2024-09-28,2024-10-28,30,LE-379Z7TE2,Estée Lauder Noir Eyeshadow Palette,148.76,1651,620,758,81.79,0.8179,,,
POP100803,LVMH,Givenchy Beauty,Middle East,Doha,Luxury Mall,Mobile Pop-Up Truck,2024-11-21,2024-12-13,22,LE-R9JXFTY4,Givenchy Beauty Noir Blush,32.27,1593,4634,4700,98.6,0.986,,,
POP101049,Shiseido Company Limited,Shiseido,Asia-Pacific,Shanghai,Luxury Mall,Standalone Pop-Up,2024-05-30,2024-08-15,77,LE-ZDZCLPE2,Shiseido Glow Highlighter,60.84,2022,3920,4991,78.54,0.7854,,,
POP100336,L’Oréal Group,Armani Beauty,Middle East,Jeddah,Luxury Mall,Mall Kiosk,2024-10-18,2024-12-10,53,LE-9IUTMMUE,Armani Beauty Pearl Lipstick,50.61,1122,1328,1915,69.35,0.6935,,,
POP100047,LVMH,Fenty Beauty,Asia-Pacific,Singapore,High-Street,Standalone Pop-Up,2025-03-13,2025-06-02,81,LE-NGUURRU4,Fenty Beauty Opulence Eyeshadow Palette,73.83,1894,2574,3177,81.02,0.8102,,,
POP101658,Beiersdorf,La Prairie,North America,Toronto,Luxury Mall,Shop-in-Shop,2024-08-10,2024-10-24,75,LE-ITSSJPKE,La Prairie Éclat Highlighter,68.92,730,3558,4178,85.16,0.8516,,,
POP100106,Shiseido Company Limited,Shiseido,Asia-Pacific,Seoul,Luxury Mall,Standalone Pop-Up,2025-02-22,2025-05-19,86,LE-DIHEYG4C,Shiseido Velvet Primer,52.09,1871,787,1193,65.97,0.6597,,,
POP100349,Estée Lauder,Estée Lauder,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,2024-03-17,2024-06-13,88,LE-5A101AGA,Estée Lauder Opulence Primer,46.56,1696,2508,4269,58.75,0.5875,,,
POP101079,Hermès International,Hermès Beauty,Middle East,Abu Dhabi,Art/Design District,Flash Event,2025-04-10,2025-07-05,86,LE-DKDGYRST,Hermès Beauty Rouge Serum,256.19,1237,2155,2332,92.41,0.9241,,,
POP100238,Estée Lauder Companies,MAC Cosmetics,Europe,Milan,Airport Duty-Free,Mobile Pop-Up Truck,2024-07-15,2024-09-26,73,LE-WUNL1PRK,MAC Cosmetics Velvet Setting Powder,59.72,1357,197,331,59.52,0.5952,,,
POP100213,Shiseido Company Limited,Shiseido,Asia-Pacific,Hong Kong,Art/Design District,Mobile Pop-Up Truck,2025-04-16,2025-06-02,47,LE-MZW4THMT,Shiseido Pearl Primer,42.38,767,969,1419,68.29,0.6829,,,
POP101144,Chanel Limited,Chanel,North America,Chicago,Airport Duty-Free,Standalone Pop-Up,2024-09-29,2024-10-31,32,LE-W55O08HP,Chanel Glow Eyeshadow Palette,61.21,2236,3404,4601,73.98,0.7398,,,
POP101403,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Tokyo,High-Street,Mall Kiosk,2024-08-15,2024-10-18,64,LE-0TVVLHSI,Clé de Peau Beauté Mirage Highlighter,81.11,1953,772,1315,58.71,0.5871,,,
POP101352,Puig,Charlotte Tilbury,Asia-Pacific,Hong Kong,Luxury Mall,Mobile Pop-Up Truck,2025-03-10,2025-05-22,73,LE-39J5BWCH,Charlotte Tilbury Mirage Primer,79.8,1778,2099,2694,77.91,0.7791,,,
POP100793,Estée Lauder Companies,NARS,Europe,London,Art/Design District,Flash Event,2024-11-01,2024-11-11,10,LE-3UZQNNUS,NARS Glow Eyeshadow Palette,55.92,704,3040,4298,70.73,0.7073,,,
POP101096,LVMH,Givenchy Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2025-01-30,2025-02-06,7,LE-NF3P9BES,Givenchy Beauty Lumière Fragrance,232.01,1243,1858,2927,63.48,0.6348,,,
POP101317,Estée Lauder,Estée Lauder,Europe,Paris,Luxury Mall,Shop-in-Shop,2024-09-24,2024-10-19,25,LE-04IMVEC8,Estée Lauder Glow Blush,47.8,1084,1463,1624,90.09,0.9009,,,
POP101258,Sisley,Sisley-Paris,Europe,London,Luxury Mall,Mobile Pop-Up Truck,2024-07-26,2024-10-08,74,LE-GI3E7RJM,Sisley-Paris Mirage Setting Powder,75.82,1497,2009,4106,48.93,0.4893,,,
POP101767,Hermès International,Hermès Beauty,Europe,Paris,Luxury Mall,Flash Event,2024-08-08,2024-10-24,77,LE-AQ2FIV23,Hermès Beauty Noir Eyeshadow Palette,143.46,1868,767,1581,48.51,0.4851,,,
POP101865,Private ,Huda Beauty,North America,Miami,Art/Design District,Standalone Pop-Up,2025-05-03,2025-06-21,49,LE-EAUN55FK,Huda Beauty Mirage Mascara,48.2,1230,3921,4690,83.6,0.836,,,
POP100523,L’Oréal Group,Armani Beauty,Latin America,Buenos Aires,Department Store Atrium,Standalone Pop-Up,2025-07-03,2025-07-24,21,LE-AU99AG00,Armani Beauty Noir Highlighter,58.26,1656,821,890,92.25,0.9225,,,
POP100232,Estée Lauder Companies,MAC Cosmetics,Middle East,Dubai,Department Store Atrium,Mall Kiosk,2025-02-20,2025-05-19,88,LE-BTTII2PZ,MAC Cosmetics Lumière Eyeshadow Palette,58.02,1742,674,972,69.34,0.6934,,,
POP100644,Estée Lauder Companies,Tom Ford Beauty,Latin America,Bogotá,High-Street,Standalone Pop-Up,2024-09-01,2024-09-13,12,LE-VZN3C35Y,Tom Ford Beauty Glow Fragrance,226.14,2656,2370,2879,82.32,0.8232,,,
POP102059,L’Oréal Group,Armani Beauty,Europe,Paris,High-Street,Standalone Pop-Up,2024-06-24,2024-08-01,38,LE-B9JWQ31V,Armani Beauty Opulence Setting Powder,80.24,1770,1522,3409,44.65,0.4465,,,
POP100533,L’Oréal Group,Lancôme,Europe,Madrid,Art/Design District,Shop-in-Shop,2024-09-25,2024-11-28,64,LE-6U6UQY1T,Lancôme Glow Serum,293.29,827,1716,2556,67.14,0.6714,,,
POP101689,Estée Lauder,Estée Lauder,Latin America,Lima,Luxury Mall,Flash Event,2024-12-05,2024-12-22,17,LE-JGU79HLZ,Estée Lauder Rouge Mascara,35.08,1450,245,280,87.5,0.875,,,
POP100603,Hermès International,Hermès Beauty,Latin America,Lima,Art/Design District,Mall Kiosk,2024-04-13,2024-05-06,23,LE-LTJQQ79K,Hermès Beauty Noir Setting Powder,69.41,1174,1326,2844,46.62,0.4662,,,
POP101453,Estée Lauder Companies,Bobbi Brown,Latin America,Mexico City,Luxury Mall,Flash Event,2024-05-15,2024-07-25,71,LE-72IOIR3F,Bobbi Brown Mirage Primer,68.24,785,1897,2053,92.4,0.924,,,
POP101074,L’Oréal Group,YSL Beauty,North America,Chicago,Airport Duty-Free,Flash Event,2024-08-11,2024-09-01,21,LE-VPMD0IZT,YSL Beauty Glow Eyeshadow Palette,78.74,1221,207,271,76.38,0.7638,,,
POP101463,LVMH,Fenty Beauty,Europe,Milan,Luxury Mall,Mall Kiosk,2024-04-12,2024-05-09,27,LE-N6SXRR7F,Fenty Beauty Opulence Fragrance,287.33,1498,2487,3943,63.07,0.6307,,,
POP100060,Chanel Limited,Chanel,Latin America,Buenos Aires,High-Street,Shop-in-Shop,2024-05-22,2024-07-26,65,LE-S68ECEFZ,Chanel Opulence Fragrance,143.73,1005,3485,4988,69.87,0.6987,,,
POP101414,Estée Lauder Companies,Tom Ford Beauty,Asia-Pacific,Tokyo,High-Street,Standalone Pop-Up,2024-03-16,2024-05-27,72,LE-65AAGHFZ,Tom Ford Beauty Éclat Lipstick,43.92,2162,968,1106,87.52,0.8752,,,
POP100092,LVMH,Givenchy Beauty,Europe,Berlin,High-Street,Shop-in-Shop,2025-06-22,2025-07-19,27,LE-AI8J09Q6,Givenchy Beauty Rouge Lipstick,67.22,1045,3351,4404,76.09,0.7609,,,
POP100666,L’Oréal Group,YSL Beauty,Europe,Milan,Department Store Atrium,Mobile Pop-Up Truck,2024-10-08,2024-11-01,24,LE-FGQH8GXW,YSL Beauty Mirage Mascara,57.63,1558,1965,2250,87.33,0.8733,,,
POP101244,L’Oréal Group,Armani Beauty,Middle East,Doha,Department Store Atrium,Standalone Pop-Up,2025-03-06,2025-06-01,87,LE-PZE72E6U,Armani Beauty Rouge Blush,42.56,1720,595,632,94.15,0.9415,,,
POP101808,Hermès International,Hermès Beauty,Europe,Madrid,High-Street,Standalone Pop-Up,2024-06-09,2024-08-16,68,LE-U7J9MXG2,Hermès Beauty Lumière Highlighter,41.51,1028,2488,4299,57.87,0.5787,,,
POP100280,Unilever,Hourglass,Middle East,Riyadh,Art/Design District,Shop-in-Shop,2024-03-18,2024-06-16,90,LE-6LB3HXWZ,Hourglass Glow Fragrance,287.97,862,1527,2024,75.44,0.7544,,,
POP101929,Estée Lauder Companies,Tom Ford Beauty,Middle East,Abu Dhabi,Art/Design District,Standalone Pop-Up,2025-05-11,2025-08-01,82,LE-5DNVJRQD,Tom Ford Beauty Velvet Fragrance,395.26,930,876,930,94.19,0.9419,,,
POP100359,L’Oréal Group,Lancôme,Latin America,São Paulo,Department Store Atrium,Standalone Pop-Up,2024-05-22,2024-07-29,68,LE-T53XWPF8,Lancôme Pearl Fragrance,235.07,734,2321,4486,51.74,0.5174,,,
POP102022,L’Oréal Group,Armani Beauty,North America,Miami,Department Store Atrium,Shop-in-Shop,2024-11-09,2024-12-22,43,LE-1CQX4T3N,Armani Beauty Mirage Primer,76.18,1778,3570,4307,82.89,0.8289,,,
POP101307,Estée Lauder Companies,Bobbi Brown,Latin America,Bogotá,Airport Duty-Free,Shop-in-Shop,2025-05-03,2025-05-26,23,LE-UMYEYJ57,Bobbi Brown Éclat Highlighter,55.21,1224,747,1276,58.54,0.5854,,,
POP100847,L’Oréal Group,Lancôme,Europe,Milan,High-Street,Shop-in-Shop,2025-01-09,2025-02-26,48,LE-JPUM1NSP,Lancôme Lumière Primer,71.06,2553,614,1076,57.06,0.5706,,,
POP101206,Estée Lauder,Estée Lauder,Latin America,Mexico City,High-Street,Mall Kiosk,2024-03-30,2024-05-28,59,LE-KTQ0RRJM,Estée Lauder Noir Blush,55.53,2243,1523,2224,68.48,0.6848,,,
POP101543,Chanel Limited,Chanel,North America,New York,Art/Design District,Mobile Pop-Up Truck,2025-02-09,2025-04-26,76,LE-7JLQDZ4B,Chanel Éclat Foundation,101.96,729,3723,4461,83.46,0.8346,,,
POP100110,Private ,Pat McGrath Labs,Middle East,Riyadh,High-Street,Mall Kiosk,2024-07-09,2024-08-17,39,LE-N4QSW0BT,Pat McGrath Labs Éclat Blush,52.34,1890,1173,2179,53.83,0.5383,,,
POP100042,L’Oréal Group,YSL Beauty,Asia-Pacific,Hong Kong,Airport Duty-Free,Flash Event,2024-09-16,2024-10-28,42,LE-A4DGE21D,YSL Beauty Noir Highlighter,76.52,1474,4092,4233,96.67,0.9667,,,
POP100125,LVMH,Dior,Europe,Berlin,High-Street,Mall Kiosk,2024-03-08,2024-04-21,44,LE-SMBE7AZ2,Dior Glow Setting Powder,53.59,2843,2706,3043,88.93,0.8893,,,
POP100204,LVMH,Guerlain,North America,Miami,Department Store Atrium,Standalone Pop-Up,2025-07-16,2025-07-21,5,LE-Q6ULWUV4,Guerlain Noir Highlighter,42.71,1445,2701,2938,91.93,0.9193,,,
POP100052,LVMH,Fenty Beauty,Latin America,Lima,Airport Duty-Free,Standalone Pop-Up,2024-03-14,2024-04-29,46,LE-8UUD658V,Fenty Beauty Rouge Lipstick,62,971,2656,4834,54.94,0.5494,,,
POP100545,Estée Lauder Companies,Tom Ford Beauty,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-05-05,2024-06-20,46,LE-E9VLRUPV,Tom Ford Beauty Éclat Setting Powder,52.68,1428,1837,3862,47.57,0.4757,,,
POP100068,LVMH,Dior,Latin America,São Paulo,Art/Design District,Mobile Pop-Up Truck,2025-07-17,2025-08-10,24,LE-HH2AGFDR,Dior Glow Blush,45.91,674,1212,2174,55.75,0.5575,,,
POP101272,Puig,Charlotte Tilbury,Europe,Berlin,Luxury Mall,Mobile Pop-Up Truck,2025-02-20,2025-03-16,24,LE-PA1OKYJT,Charlotte Tilbury Velvet Eyeshadow Palette,65.07,1694,2376,3552,66.89,0.6689,,,
POP101730,LVMH,Guerlain,Asia-Pacific,Shanghai,Department Store Atrium,Flash Event,2025-01-16,2025-02-20,35,LE-BHNXJOJP,Guerlain Opulence Eyeshadow Palette,93.53,1076,681,1053,64.67,0.6467,,,
POP100183,Shiseido Company Limited,Shiseido,Europe,Milan,Department Store Atrium,Flash Event,2024-08-26,2024-10-10,45,LE-RHNTG4IO,Shiseido Éclat Fragrance,339.17,1451,2981,4192,71.11,0.7111,,,
POP100137,Shiseido Company Limited,Shiseido,Latin America,Bogotá,Luxury Mall,Flash Event,2025-05-13,2025-07-15,63,LE-GVEGLPF6,Shiseido Éclat Serum,177.17,2055,1194,1251,95.44,0.9544,,,
POP100899,LVMH,Fenty Beauty,Asia-Pacific,Seoul,High-Street,Shop-in-Shop,2025-05-10,2025-05-14,4,LE-BQ6PS1IU,Fenty Beauty Velvet Highlighter,79.08,1241,866,1193,72.59,0.7259,,,
POP100796,Estée Lauder Companies,MAC Cosmetics,Latin America,Lima,High-Street,Mall Kiosk,2024-09-03,2024-09-15,12,LE-Z8RK75B0,MAC Cosmetics Satin Lipstick,68.08,1988,3110,4335,71.74,0.7174,,,
POP100132,LVMH,Givenchy Beauty,North America,Chicago,Luxury Mall,Shop-in-Shop,2025-01-30,2025-02-25,26,LE-DQDF4Z34,Givenchy Beauty Mirage Eyeshadow Palette,140.77,782,1842,3458,53.27,0.5327,,,
POP100080,Shiseido Company Limited,Shiseido,Europe,Madrid,High-Street,Mall Kiosk,2025-01-22,2025-02-14,23,LE-NOJ87Y1I,Shiseido Opulence Fragrance,183.49,2643,2572,3675,69.99,0.6999,,,
POP101926,L’Oréal Group,YSL Beauty,North America,Los Angeles,Luxury Mall,Standalone Pop-Up,2024-05-11,2024-05-29,18,LE-PR35YXTU,YSL Beauty Noir Eyeshadow Palette,56.9,1602,3707,3951,93.82,0.9382,,,
POP102005,L’Oréal Group,Lancôme,North America,Chicago,Airport Duty-Free,Shop-in-Shop,2024-12-18,2025-01-09,22,LE-4MNAF30G,Lancôme Mirage Setting Powder,78.66,935,1969,3774,52.17,0.5217,,,
POP100541,L’Oréal Group,YSL Beauty,North America,Los Angeles,Department Store Atrium,Flash Event,2025-06-19,2025-07-08,19,LE-QSRT3OUI,YSL Beauty Éclat Serum,201.69,1661,1102,1379,79.91,0.7991,,,
POP101780,Unilever,Hourglass,Europe,Berlin,High-Street,Mobile Pop-Up Truck,2024-05-10,2024-07-07,58,LE-YWFQDW31,Hourglass Mirage Serum,152.15,1003,1343,1550,86.65,0.8665,,,
POP100983,Estée Lauder Companies,MAC Cosmetics,Middle East,Abu Dhabi,Art/Design District,Mobile Pop-Up Truck,2024-04-13,2024-06-07,55,LE-Y6SXCHHP,MAC Cosmetics Mirage Fragrance,201.89,628,1322,2676,49.4,0.494,,,
POP100165,L’Oréal Group,YSL Beauty,Europe,London,Airport Duty-Free,Shop-in-Shop,2025-01-20,2025-03-24,63,LE-LJ3NHP4P,YSL Beauty Rouge Eyeshadow Palette,114.03,2067,699,1010,69.21,0.6921,,,
POP100248,Beiersdorf,La Prairie,Asia-Pacific,Hong Kong,Art/Design District,Mall Kiosk,2024-06-04,2024-08-25,82,LE-LSTXH42P,La Prairie Pearl Eyeshadow Palette,100.34,853,4016,4486,89.52,0.8952,,,
